0,1
Manufactured Housing Properties,193
Self Storage Properties,194
Specialty Use Concentrations,194
Significant Obligors,194
Mortgage Loan Concentrations,195
Top Fifteen Mortgage Loans,195
Multi-Property Mortgage Loans and Related Borrower Mortgage Loans,195
Geographic Concentrations,196
Mortgaged Properties with Limited Prior Operating History,197
Tenancies-in-Common or Diversified Ownership,197
Condominium and Other Shared Interests,197
Fee & Leasehold Estates; Ground Leases,198
Environmental Considerations,198
"Redevelopment, Renovation and Expansion",203
Assessment of Property Value and Condition,203
Litigation and Other Considerations,204
Condemnations,205
"Loan Purpose; Default History, Bankruptcy Issues and Other Proceedings",206
Tenant Issues,208
Tenant Concentrations,208
Lease Expirations and Terminations,208
Expirations,208
Terminations,209
Other,211
Purchase Options and Rights of First Refusal,213
Affiliated Leases,214
Competition from Certain Nearby Properties,215
Insurance Considerations,216
Use Restrictions,217
Appraised Value,218
Non-Recourse Carveout Limitations,219
Real Estate and Other Tax Considerations,219
Delinquency Information,220
Certain Terms of the Mortgage Loans,220
Amortization of Principal,220
Payment Due Dates; Interest Rates; Calculations of Interest,220
Single Purpose Entity Covenants,222
Prepayment Protections and Certain Involuntary Prepayments and Voluntary Prepayments,223
Voluntary Prepayments,224
“Due-On-Sale” and “Due-On-Encumbrance” Provisions,225
Defeasance,226
Releases; Partial Releases; Property Additions,227
Escrows,229
Mortgaged Property Accounts,230
Exceptions to Underwriting Guidelines,231
Additional Indebtedness,232
General,232
Whole Loans,233
Mezzanine Indebtedness,233
Other Secured Indebtedness,235
General,235
Preferred Equity,235
