0,1
Nonrecoverable Advances,449
Recovery of Advances,450
Accounts,452
Withdrawals from the Collection Account,455
Servicing and Other Compensation and Payment of Expenses,457
General,457
Master Servicing Compensation,462
Special Servicing Compensation,466
Disclosable Special Servicer Fees,471
Certificate Administrator and Trustee Compensation,471
Operating Advisor Compensation,472
Asset Representations Reviewer Compensation,473
CREFC® Intellectual Property Royalty License  Fee,473
Appraisal Reduction Amounts,474
Maintenance of Insurance,481
"Modifications, Waivers and Amendments",485
Enforcement of “Due-on-Sale” and “Due-on-Encumbrance” Provisions,492
Inspections,494
Collection of Operating Information,495
Special Servicing Transfer Event,495
Asset Status Report,499
Realization Upon Mortgage Loans,502
Sale of Defaulted Loans and REO Properties,505
The Directing Certificateholder,508
General,508
Major Decisions,510
Asset Status Report,513
Replacement of the Special Servicer,513
"Control Termination Event, Operating Advisor Consultation Event and Consultation Termination Event",514
Servicing Override,516
Rights of the Directing Certificateholder with respect to Non-Serviced Mortgage Loans,517
Rights of the Holders of Serviced Pari Passu Companion Loans,517
Limitation on Liability of Directing Certificateholder,517
The Operating Advisor,518
General,518
Duties of Operating Advisor at All Times,519
Annual Report,520
Additional Duties of the Operating Advisor While an Operating Advisor Consultation Event Has Occurred and Is Continuing,522
Recommendation of the Replacement of the Special Servicer,522
Eligibility of Operating Advisor,523
Other Obligations of Operating Advisor,523
Delegation of Operating Advisor’s Duties,524
Termination of the Operating Advisor With Cause,525
Rights Upon Operating Advisor Termination Event,526
Waiver of Operating Advisor Termination Event,526
Termination of the Operating Advisor Without Cause,526
Resignation of the Operating Advisor,527
Operating Advisor Compensation,527
The Asset Representations Reviewer,527
Asset Review,527
