0,1
SUMMARY OF PARTIES TO THE TRANSACTION,6
SUMMARY OF MONTHLY DISTRIBUTIONS OF COLLECTIONS,7
SUMMARY OF TERMS,8
SUMMARY OF RISK FACTORS,26
RISK FACTORS,28
THE ISSUING ENTITY,49
CAPITALIZATION OF THE ISSUING ENTITY,51
THE DEPOSITOR,52
"THE SPONSOR, ADMINISTRATOR AND SERVICER",53
Credit Risk Retention,54
Underwriting of Motor Vehicle Retail Installment Sales Contracts,54
Electronic Contracts and Electronic Contracting,56
Servicing of Motor Vehicle Retail Installment Sales Contracts,56
Securitization Experience,58
THE TRUSTEES,58
Duties of the Owner Trustee and Indenture Trustee,61
FEES AND EXPENSES,62
ASSET REPRESENTATIONS REVIEWER,63
General,63
Resignation and Removal,63
Indemnity and Liability,64
AFFILIATIONS AND CERTAIN RELATIONSHIPS,64
THE RECEIVABLES,64
Asset-Level Data for the Receivables,74
POOL UNDERWRITING,75
REVIEW OF POOL ASSETS,75
"DELINQUENCIES, REPOSSESSIONS AND NET LOSSES",76
ASSET REPRESENTATIONS REVIEW,79
Delinquency Trigger,81
REPURCHASES OF RECEIVABLES,82
Dispute Resolution,84
STATIC POOLS,85
USE OF PROCEEDS,85
PREPAYMENT AND YIELD CONSIDERATIONS,85
WEIGHTED AVERAGE LIVES OF THE NOTES,87
POOL FACTORS AND TRADING INFORMATION,104
DESCRIPTION OF THE NOTES,104
General,104
Payments of Interest,104
Payments of Principal,109
Allocation of Losses,110
Indenture,110
Notices,114
Governing Law,114
Minimum Denominations,114
Book-Entry Registration,115
Definitive Securities,119
List of Securityholders,119
Reports to Securityholders,119
PAYMENTS TO NOTEHOLDERS,121
Calculation of Available Collections,121
Calculation of Principal Distribution Amounts,122
Priority of Payments,123
Payments After Occurrence of Event of Default Resulting in Acceleration,123
