0,1
"Receivables, Group 1 Assets and Series 2026-2 Assets",115
Description of the Receivables,116
Criteria for Selecting the Receivables,116
Composition of the Receivables,117
Additional Receivables,122
Series 2026-2 Concentration Limits,122
Representations About the Receivables,123
Asset Representations Review,124
Obligation to Acquire or Reacquire Receivables; Obligation to Make Credit Payments and Upgrade Prepayments,128
Dispute Resolution,131
Review of Receivables,132
Static Pool Information,133
Description of the Notes,134
Pool Balance and Required Pool Balance,134
Allocation of Group 1 Available Funds,134
Series 2026-2 Available Funds,135
Payments of Interest,135
Payments of Principal,138
Revolving Period,139
Amortization Period,139
Earliest Redemption Date; Optional Redemption of the Notes,140
Anticipated Redemption Date,140
Make-Whole Payments,141
Priority of Payments,141
Post-Acceleration Priority of Payments,144
Controlling Class; Voting Rights,145
Events of Default,145
Notes Owned by Transaction Parties,148
List of Noteholders,148
Noteholder Communications,149
