0,1
Sale of Defaulted Mortgage Loan,247
The Non-Serviced Pari Passu Whole Loans,247
Intercreditor Agreement,248
Control Rights,248
Certain Rights of each Non-Controlling Holder,249
Custody of the Mortgage File,250
Sale of Defaulted Mortgage Loan,250
The Non-Serviced AB Whole Loans,251
The Mountain Industrial Portfolio Pari Passu-AB Whole Loan,251
Additional Information,257
Transaction Parties,258
The Sponsors and Mortgage Loan Sellers,258
"Wells Fargo Bank, National Association",258
General,258
"Wells Fargo Bank, National Association’s Commercial Mortgage Securitization Program",258
Wells Fargo Bank’s Commercial Mortgage Loan Underwriting,259
Review of Mortgage Loans for Which Wells Fargo Bank is the Sponsor,264
Compliance with Rule 15Ga-1 under the Exchange Act,267
Retained Interests in This Securitization,271
"Bank of America, National Association",271
General,271
Bank of America’s Securitization Program,271
Bank of America’s Commercial Mortgage Loan Underwriting Standards,272
Review of Bank of America Mortgage Loans,279
Retained Interests in This Securitization,286
Morgan Stanley Mortgage Capital Holdings LLC,286
Morgan Stanley Group’s Commercial Mortgage Securitization Program,286
The Morgan Stanley Group’s Underwriting Standards,288
Review of MSMCH Mortgage Loans,294
Repurchases and Replacements,296
Retained Interests in This Securitization,300
"JPMorgan Chase Bank, National Association",300
General,300
JPMCB’s Securitization Program,300
Review of JPMCB Mortgage Loans,302
JPMCB’s Underwriting Standards and Processes,304
Compliance with Rule 15Ga-1 under the Exchange Act,309
Retained Interests in This Securitization,312
The Depositor,312
The Issuing Entity,313
The Trustee,313
The Certificate Administrator,316
The Master Servicer,319
The Special Servicer,328
The Non-Serviced Master Servicer,332
The Operating Advisor and Asset Representations Reviewer,336
Credit Risk Retention,337
General,337
Qualifying CRE Loans; Required Credit Risk Retention Percentage,340
The VRR Interest,340
"CMBS 4 Sub 16, LLC",342
"TH Holdco 1 (Cayman), L.P.",343
