0,1
SUMMARY OF PARTIES TO THE TRANSACTION,6
SUMMARY OF MONTHLY DISTRIBUTIONS OF COLLECTIONS,7
SUMMARY OF TERMS,8
SUMMARY OF RISK FACTORS,26
RISK FACTORS,28
THE ISSUING ENTITY,48
CAPITALIZATION OF THE ISSUING ENTITY,50
THE DEPOSITOR,51
"THE SPONSOR, ADMINISTRATOR AND SERVICER",52
Credit Risk Retention,53
Underwriting of Motor Vehicle Retail Installment Sales Contracts,53
Electronic Contracts and Electronic Contracting,55
Servicing of Motor Vehicle Retail Installment Sales Contracts,55
Securitization Experience,57
THE TRUSTEES,57
Duties of the Owner Trustee and Indenture Trustee,60
FEES AND EXPENSES,61
ASSET REPRESENTATIONS REVIEWER,62
General,62
Resignation and Removal,62
Indemnity and Liability,63
AFFILIATIONS AND CERTAIN RELATIONSHIPS,63
THE RECEIVABLES,63
Asset-Level Data for the Receivables,73
POOL UNDERWRITING,74
REVIEW OF POOL ASSETS,74
"DELINQUENCIES, REPOSSESSIONS AND NET LOSSES",75
ASSET REPRESENTATIONS REVIEW,78
Delinquency Trigger,80
REPURCHASES OF RECEIVABLES,81
Dispute Resolution,83
STATIC POOLS,84
USE OF PROCEEDS,84
PREPAYMENT AND YIELD CONSIDERATIONS,84
WEIGHTED AVERAGE LIVES OF THE NOTES,86
POOL FACTORS AND TRADING INFORMATION,103
DESCRIPTION OF THE NOTES,103
General,103
Payments of Interest,103
Payments of Principal,108
Allocation of Losses,109
Indenture,109
Notices,113
Governing Law,113
Minimum Denominations,113
Book-Entry Registration,114
Definitive Securities,118
List of Securityholders,118
Reports to Securityholders,118
PAYMENTS TO NOTEHOLDERS,120
Calculation of Available Collections,120
Calculation of Principal Distribution Amounts,121
Priority of Payments,122
Payments After Occurrence of Event of Default Resulting in Acceleration,122
