0,1
Summary  of Certificates and VRR Interest,3
Important  Notice Regarding the Offered Certificates,17
Important  Notice About Information Presented in this Prospectus,18
Summary  of Terms,27
Summary  of Risk Factors,65
Risk  Factors,67
Description  of the Mortgage Pool,173
Transaction  Parties,258
Credit  Risk Retention,337
Description  of the Certificates,357
Description  of the Mortgage Loan Purchase Agreements,402
Pooling  and Servicing Agreement,413
Certain  Legal Aspects of Mortgage Loans,540
"Certain  Affiliations, Relationships and Related Transactions Involving Transaction Parties",560
Pending  Legal Proceedings Involving Transaction Parties,562
Use  of Proceeds,563
Yield  and Maturity Considerations,563
Material  Federal Income Tax Considerations,573
Certain  State and Local Tax Considerations,588
Method  of Distribution (Conflicts of Interest),588
Incorporation  of Certain Information by Reference,591
Where  You Can Find More Information,592
Financial  Information,592
Certain  ERISA Considerations,593
Legal  Investment,597
Legal  Matters,598
Ratings,598
Index  of Defined Terms,602
