0,1
Floating Rate Securities,126.0
Book-Entry Registration,126.0
Definitive Securities,129.0
,
DESCRIPTION OF THE TRANSFER AND SERVICING AGREEMENTS,130.0
Sale and Assignment of Receivables; Representations and Warranties,130.0
Asset Representations Review,132.0
Dispute Resolution,135.0
Accounts,136.0
Servicing Procedures,137.0
Servicing Compensation,138.0
Insurance on Financed Vehicles,139.0
Collections,139.0
Electronic Contracts,140.0
Advances,141.0
Net Deposits,141.0
Statements to Securityholders,141.0
Noteholder Communication,143.0
List of Noteholders,144.0
Evidence as to Compliance,144.0
Certain Matters Regarding the Servicer,145.0
Servicer Default,145.0
Rights Upon Servicer Default; Removal of Servicer,146.0
Waiver of Past Defaults,146.0
Amendment,147.0
List of Certificateholders,147.0
Insolvency Event,148.0
Payment of Notes,148.0
Termination; Optional Redemption,148.0
Administration Agreement,149.0
"Duties of the Owner Trustee, the Delaware Trustee and the Indenture Trustee",150.0
"The Owner Trustee, the Delaware Trustee and the Indenture Trustee",151.0
Fees and Expenses,152.0
,
LEGAL PROCEEDINGS,152.0
,
CERTAIN LEGAL ASPECTS OF THE RECEIVABLES,153.0
General,153.0
Security Interests,153.0
Repossession,155.0
Notice of Sale; Redemption Rights,155.0
Deficiency Judgments and Excess Proceeds,156.0
