0,1
Top Fifteen Mortgage Loans,200
Multi-Property Mortgage Loans and Related Borrower Mortgage Loans,200
Geographic Concentrations,202
Mortgaged Properties with Limited Prior Operating History,203
Tenancies-in-Common or Diversified Ownership,203
Delaware Statutory Trusts,203
Condominium and Other Shared Interests,204
Fee & Leasehold Estates; Ground Leases,206
Environmental Considerations,207
"Redevelopment, Renovation and Expansion",210
Assessment of Property Value and Condition,211
Litigation and Other Considerations,212
Condemnations,214
"Loan Purpose; Default History, Bankruptcy Issues and Other Proceedings",214
Tenant Issues,215
Tenant Concentrations,215
Lease Expirations and Terminations,216
Expirations,216
Terminations,217
Other,218
Purchase Options and Rights of First Refusal,218
Affiliated Leases,220
Competition from Certain Nearby Properties,221
Insurance Considerations,221
Use Restrictions,223
Appraised Value,223
Non-Recourse Carveout Limitations,224
Real Estate and Other Tax Considerations,225
Delinquency Information,227
Certain Terms of the Mortgage Loans,227
Amortization of Principal,227
Payment Due Dates; Interest Rates; Calculations of Interest,228
Single Purpose Entity Covenants,229
Prepayment Protections and Certain Involuntary Prepayments and Voluntary Prepayments,229
Voluntary Prepayments,230
“Due-On-Sale” and “Due-On-Encumbrance” Provisions,231
Defeasance,232
Releases; Partial Releases; Property Additions,233
Escrows,235
Mortgaged Property Accounts,235
Exceptions to Underwriting Guidelines,237
Additional Indebtedness,238
General,238
Whole Loans,239
Mezzanine Indebtedness,239
Other Secured Indebtedness,241
General,241
Preferred Equity,241
Other Unsecured Indebtedness,242
The Whole Loans,243
General,243
The Serviced Pari Passu Whole Loans,248
