0,1
Important Notice About Information in this Prospectus,5
Reading this Prospectus,5
Forward-Looking Statements,6
Copies of the Documents,6
Note Legend,6
Notice to Investors: United Kingdom,7
Notice to Investors: European Economic Area,8
Trust and Transaction Structure Diagram,9
Transaction Credit and Payment Enhancement Diagram,11
Transaction Parties and Documents Diagram,12
Transaction Payments Diagram,13
Summary,14
Glossary,38
Risk Factors,38
Summary of Principal Risk Factors,38
Descriptions of the Transaction Documents,71
The Trust,71
Addition of Receivables,73
Release of Receivables,74
Issuance of Additional Group 1 Series,75
Depositor,76
Owner Trustee,76
Master Collateral Agent and Indenture Trustee,78
Master Collateral Agent,79
Indenture Trustee,81
Asset Representations Reviewer,84
"Sponsor, Servicer, Custodian, Marketing Agent and Administrator",85
General,85
Sponsor,86
