0,1
General,452
Assignment of the Mortgage Loans,452
Servicing Standard,453
Subservicing,454
Advances,455
P&I Advances,455
Servicing Advances,456
Nonrecoverable Advances,457
Recovery of Advances,459
Accounts,460
Withdrawals from the Collection Account,463
Servicing and Other Compensation and Payment of Expenses,466
General,466
Master Servicing Compensation,470
Special Servicing Compensation,473
Disclosable Special Servicer Fees,478
Certificate Administrator and Trustee Compensation,479
Operating Advisor Compensation,479
Asset Representations Reviewer Compensation,480
CREFC® Intellectual Property Royalty License Fee,481
Appraisal Reduction Amounts,481
Maintenance of Insurance,489
"Modifications, Waivers and Amendments",492
Enforcement of “Due-on-Sale” and “Due-on-Encumbrance” Provisions,498
Inspections,500
Collection of Operating Information,500
Special Servicing Transfer Event,501
Asset Status Report,503
Realization Upon Mortgage Loans,507
Sale of Defaulted Loans and REO Properties,510
The Directing Certificateholder,513
General,513
Major Decisions,515
Asset Status Report,518
Replacement of the Special Servicer,519
"Control Termination Event, Operating Advisor Consultation Event and Consultation Termination Event",519
Servicing Override,522
Rights of the Directing Certificateholder with respect to Non-Serviced Mortgage Loans,522
Rights of the Holders of Serviced Pari Passu Companion Loans,523
Limitation on Liability of Directing Certificateholder,523
The Operating Advisor,524
General,524
Duties of Operating Advisor at All Times,524
Annual Report,526
Additional Duties of the Operating Advisor While an Operating Advisor Consultation Event Has Occurred and Is Continuing,528
Recommendation of the Replacement of the Special Servicer,528
Eligibility of Operating Advisor,528
Other Obligations of Operating Advisor,529
Delegation of Operating Advisor’s Duties,530
Termination of the Operating Advisor With Cause,530
