0,1
Summary  of Certificates,3
Important  Notice Regarding the Offered Certificates,17
Important  Notice About Information Presented in this Prospectus,18
Summary  of Terms,28
Summary  of Risk Factors,65
Risk  Factors,68
Description  of the Mortgage Pool,173
Transaction  Parties,245
Credit  Risk Retention,355
Description  of the Certificates,372
Description  of the Mortgage Loan Purchase Agreements,411
Pooling  and Servicing Agreement,422
Certain  Legal Aspects of Mortgage Loans,547
"Certain  Affiliations, Relationships and Related Transactions Involving Transaction Parties",568
Pending  Legal Proceedings Involving Transaction Parties,570
Use  of Proceeds,571
Yield  and Maturity Considerations,571
Material  Federal Income Tax Considerations,582
Certain  State and Local Tax Considerations,596
Plan  of Distribution (Conflicts of Interest),596
Incorporation  of Certain Information by Reference,600
Where  You Can Find More Information,600
Financial  Information,601
Certain  ERISA Considerations,601
Legal  Investment,605
Legal  Matters,606
Ratings,607
Index  of Defined Terms,610
