0,1
Summary of Certificates,3
Important Notice Regarding the  Offered Certificates,15
Important Notice About Information  Presented in this Prospectus,16
Summary of Terms,26
Summary of Risk Factors,62
Risk Factors,65
Description of the Mortgage  Pool,171
Transaction Parties,266
Credit Risk Retention,352
Description of the Certificates,368
Description of the Mortgage  Loan Purchase Agreements,410
Pooling and Servicing Agreement,422
Certain Legal Aspects of Mortgage  Loans,551
"Certain Affiliations, Relationships  and Related Transactions Involving Transaction Parties",571
Pending Legal Proceedings Involving  Transaction Parties,574
Use of Proceeds,574
Yield and Maturity Considerations,574
Material Federal Income Tax  Considerations,587
Certain State and Local Tax  Considerations,601
Plan of Distribution (Conflicts  of Interest),602
Incorporation of Certain Information  by Reference,605
Where You Can Find More Information,605
Financial Information,606
Certain ERISA Considerations,606
Legal Investment,611
Legal Matters,612
Ratings,612
Index of Defined Terms,614
