0,1
"Receivables, Group 1 Assets and Series 2024-6 Assets",109
Description of the Receivables,110
Criteria for Selecting the Receivables,110
Composition of the Receivables,111
Additional Receivables,116
Series 2024-6 Concentration Limits,116
Representations About the Receivables,117
Asset Representations Review,118
Obligation to Acquire or Reacquire Receivables; Obligation to Make Credit Payments and Upgrade Prepayments,122
Dispute Resolution,125
Review of Receivables,126
Static Pool Information,127
Description of the Notes,128
Pool Balance and Required Pool Balance,128
Allocation of Group 1 Available Funds,128
Series 2024-6 Available Funds,129
Payments of Interest,129
Payments of Principal,132
Revolving Period,133
Amortization Period,133
Earliest Redemption Date; Optional Redemption of the Notes,134
Anticipated Redemption Date,135
Make-Whole Payments,135
Priority of Payments,135
Post-Acceleration Priority of Payments,138
Controlling Class; Voting Rights,139
Events of Default,139
Notes Owned by Transaction Parties,142
List of Noteholders,143
Noteholder Communications,143
