0,1
Additional Duties of the Operating Advisor While an Operating Advisor Consultation Event Has Occurred and Is Continuing,498
Recommendation of the Replacement of the Special Servicer,499
Eligibility of Operating Advisor,499
Other Obligations of Operating Advisor,500
Delegation of Operating Advisor’s Duties,501
Termination of the Operating Advisor With Cause,501
Rights Upon Operating Advisor Termination Event,502
Waiver of Operating Advisor Termination Event,503
Termination of the Operating Advisor Without Cause,503
Resignation of the Operating Advisor,503
Operating Advisor Compensation,504
The Asset Representations Reviewer,504
Asset Review,504
Eligibility of Asset Representations Reviewer,509
Other Obligations of Asset Representations Reviewer,510
Delegation of Asset Representations Reviewer’s Duties,511
Asset Representations Reviewer Termination Events,511
Rights Upon Asset Representations Reviewer Termination Event,512
Termination of the Asset Representations Reviewer Without Cause,512
Resignation of Asset Representations Reviewer,513
Asset Representations Reviewer Compensation,513
Replacement of Special Servicer Without Cause,513
Replacement of Special Servicer After Operating Advisor Recommendation and Certificateholder Vote,515
Termination of the Master Servicer or Special Servicer for Cause,517
Servicer Termination Events,517
Rights Upon Servicer Termination Event,518
Waiver of Servicer Termination Event,520
Resignation of the Master Servicer or Special Servicer,520
"Resignation of Master Servicer, Trustee, Certificate Administrator, Operating Advisor or Asset Representations Reviewer Upon Prohibited Risk Retention Affiliation",521
Limitation on Liability; Indemnification,522
Enforcement of Mortgage Loan Seller’s Obligations Under the MLPA,525
Dispute Resolution Provisions,526
Certificateholder’s Rights When a Repurchase Request Is Initially Delivered by a Certificateholder,526
Repurchase Request Delivered by a Party to the PSA,526
Resolution of a Repurchase Request,527
Mediation and Arbitration Provisions,530
Servicing of the Servicing Shift Mortgage Loans,531
Servicing of the Non-Serviced Mortgage Loans,532
General,532
Servicing of The Towers at Cupertino City Center Mortgage Loan and the West Memorial Place Mortgage Loan,535
Rating Agency Confirmations,536
Evidence as to Compliance,539
Limitation on Rights of Certificateholders to Institute a Proceeding,540
Termination; Retirement of Certificates,541
Amendment,542
Resignation and Removal of the Trustee and the Certificate Administrator,544
Governing Law; Waiver of Jury Trial; and Consent to Jurisdiction,546
