0,1
Servicing and Other Compensation and Payment of Expenses,426
General,426
Master Servicing Compensation,431
Special Servicing Compensation,435
Disclosable Special Servicer Fees,439
Certificate Administrator and Trustee Compensation,440
Operating Advisor Compensation,441
Asset Representations Reviewer Compensation,442
CREFC® Intellectual Property Royalty License  Fee,442
Appraisal Reduction Amounts,443
Maintenance of Insurance,451
"Modifications, Waivers and Amendments",455
Enforcement of “Due-on-Sale” and “Due-on-Encumbrance” Provisions,460
Inspections,463
Collection of Operating Information,463
Special Servicing Transfer Event,464
Asset Status Report,467
Realization Upon Mortgage Loans,471
Sale of Defaulted Loans and REO Properties,473
The Directing Certificateholder,476
General,476
Major Decisions,479
Asset Status Report,484
Replacement of the Special Servicer,484
Control Termination Event and Consultation Termination Event,484
Servicing Override,487
Rights of the Directing Certificateholder with respect to Non-Serviced Mortgage Loans or Servicing Shift Whole Loans,487
Rights of the Holders of Serviced Pari Passu Companion Loans,488
Limitation on Liability of Directing Certificateholder,488
The Operating Advisor,489
General,489
Duties of Operating Advisor While No Control Termination Event Has Occurred and Is Continuing,490
Duties of Operating Advisor While a Control Termination Event Has Occurred and Is Continuing,491
Annual Report,492
Recommendation of the Replacement of the Special Servicer,493
Eligibility of Operating Advisor,494
Other Obligations of Operating Advisor,494
Delegation of Operating Advisor’s Duties,495
Termination of the Operating Advisor With Cause,496
Rights Upon Operating Advisor Termination Event,497
Waiver of Operating Advisor Termination Event,497
Termination of the Operating Advisor Without Cause,497
Resignation of the Operating Advisor,498
Operating Advisor Compensation,498
The Asset Representations Reviewer,499
Asset Review,499
Asset Review Trigger,499
Asset Review Vote,500
Review Materials,501
Asset Review,502
