0,1
Important Notice About Information in this Prospectus,5
Reading this Prospectus,5
Forward-Looking Statements,6
Copies of the Documents,6
Note Legend,6
Notice to Investors: United Kingdom,7
Notice to Investors: European Economic Area,7
Trust and Transaction Structure Diagram,9
Transaction Credit and Payment Enhancement Diagram,11
Transaction Parties and Documents Diagram,12
Transaction Payments Diagram,13
Summary,14
Glossary,38
Risk Factors,38
Summary of Principal Risk Factors,38
Descriptions of the Transaction Documents,76
The Trust,76
Addition of Receivables,78
Release of Receivables,79
Issuance of Additional Group 1 Series,80
Depositor,81
Owner Trustee,81
Master Collateral Agent and Indenture Trustee,83
Master Collateral Agent,84
Indenture Trustee,86
Asset Representations Reviewer,89
"Sponsor, Servicer, Custodian, Marketing Agent and Administrator",91
General,91
Sponsor,91
