entity_name,cik,form,filing_date,accession,accession_clean,primary_doc,description,doc_url,index_url,local_path,downloaded
SANTANDER DRIVE AUTO RECEIVABLES LLC,0001383094,424H,2025-03-12,0001193125-25-052978,000119312525052978,d904180d424h.htm,424H,https://www.sec.gov/Archives/edgar/data/1383094/000119312525052978/d904180d424h.htm,https://www.sec.gov/Archives/edgar/data/1383094/000119312525052978/0001193125-25-052978-index.htm,./data_v1\SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2025-03-12_424H.htm,True
SANTANDER DRIVE AUTO RECEIVABLES LLC,0001383094,424H,2025-01-10,0001193125-25-004311,000119312525004311,d833872d424h.htm,FORM 424(H),https://www.sec.gov/Archives/edgar/data/1383094/000119312525004311/d833872d424h.htm,https://www.sec.gov/Archives/edgar/data/1383094/000119312525004311/0001193125-25-004311-index.htm,./data_v1\SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2025-01-10_424H.htm,True
SANTANDER DRIVE AUTO RECEIVABLES LLC,0001383094,424H,2024-10-10,0001193125-24-235914,000119312524235914,d882670d424h.htm,FORM 424(H),https://www.sec.gov/Archives/edgar/data/1383094/000119312524235914/d882670d424h.htm,https://www.sec.gov/Archives/edgar/data/1383094/000119312524235914/0001193125-24-235914-index.htm,./data_v1\SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2024-10-10_424H.htm,True
SANTANDER DRIVE AUTO RECEIVABLES LLC,0001383094,424H,2024-09-11,0001193125-24-217251,000119312524217251,d854647d424h.htm,FORM 424(H),https://www.sec.gov/Archives/edgar/data/1383094/000119312524217251/d854647d424h.htm,https://www.sec.gov/Archives/edgar/data/1383094/000119312524217251/0001193125-24-217251-index.htm,./data_v1\SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2024-09-11_424H.htm,True
SANTANDER DRIVE AUTO RECEIVABLES LLC,0001383094,424H,2024-08-07,0001193125-24-195900,000119312524195900,d781831d424h.htm,FORM 424(H),https://www.sec.gov/Archives/edgar/data/1383094/000119312524195900/d781831d424h.htm,https://www.sec.gov/Archives/edgar/data/1383094/000119312524195900/0001193125-24-195900-index.htm,./data_v1\SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2024-08-07_424H.htm,True
BMW AUTO LEASING LLC,0001126530,424H,2026-04-09,0000929638-26-001443,000092963826001443,bmw2026-1_424h.htm,,https://www.sec.gov/Archives/edgar/data/1126530/000092963826001443/bmw2026-1_424h.htm,https://www.sec.gov/Archives/edgar/data/1126530/000092963826001443/0000929638-26-001443-index.htm,./data_v1\BMW_AUTO_LEASING_LLC_2026-04-09_424H.htm,True
BMW AUTO LEASING LLC,0001126530,424H,2025-10-02,0000929638-25-003725,000092963825003725,bmw2025-2_424h.htm,,https://www.sec.gov/Archives/edgar/data/1126530/000092963825003725/bmw2025-2_424h.htm,https://www.sec.gov/Archives/edgar/data/1126530/000092963825003725/0000929638-25-003725-index.htm,./data_v1\BMW_AUTO_LEASING_LLC_2025-10-02_424H.htm,True
BMW AUTO LEASING LLC,0001126530,424H,2025-05-29,0000929638-25-002102,000092963825002102,bmw2025-1_424h.htm,,https://www.sec.gov/Archives/edgar/data/1126530/000092963825002102/bmw2025-1_424h.htm,https://www.sec.gov/Archives/edgar/data/1126530/000092963825002102/0000929638-25-002102-index.htm,./data_v1\BMW_AUTO_LEASING_LLC_2025-05-29_424H.htm,True
BMW AUTO LEASING LLC,0001126530,424H,2024-09-26,0000929638-24-003242,000092963824003242,bmw2024-2_424h.htm,,https://www.sec.gov/Archives/edgar/data/1126530/000092963824003242/bmw2024-2_424h.htm,https://www.sec.gov/Archives/edgar/data/1126530/000092963824003242/0000929638-24-003242-index.htm,./data_v1\BMW_AUTO_LEASING_LLC_2024-09-26_424H.htm,True
BMW AUTO LEASING LLC,0001126530,424H,2024-02-01,0000929638-24-000341,000092963824000341,bmw2024-1_424h.htm,,https://www.sec.gov/Archives/edgar/data/1126530/000092963824000341/bmw2024-1_424h.htm,https://www.sec.gov/Archives/edgar/data/1126530/000092963824000341/0000929638-24-000341-index.htm,./data_v1\BMW_AUTO_LEASING_LLC_2024-02-01_424H.htm,True
Verizon ABS II LLC,0001836995,424H,2026-06-22,0000929638-26-002288,000092963826002288,a424h.htm,,https://www.sec.gov/Archives/edgar/data/1836995/000092963826002288/a424h.htm,https://www.sec.gov/Archives/edgar/data/1836995/000092963826002288/0000929638-26-002288-index.htm,./data_v1\Verizon_ABS_II_LLC_2026-06-22_424H.htm,True
Verizon ABS II LLC,0001836995,424H,2026-03-02,0000929638-26-000770,000092963826000770,a424h.htm,,https://www.sec.gov/Archives/edgar/data/1836995/000092963826000770/a424h.htm,https://www.sec.gov/Archives/edgar/data/1836995/000092963826000770/0000929638-26-000770-index.htm,./data_v1\Verizon_ABS_II_LLC_2026-03-02_424H.htm,True
Verizon ABS II LLC,0001836995,424H,2025-11-13,0000929638-25-004237,000092963825004237,a424h.htm,,https://www.sec.gov/Archives/edgar/data/1836995/000092963825004237/a424h.htm,https://www.sec.gov/Archives/edgar/data/1836995/000092963825004237/0000929638-25-004237-index.htm,./data_v1\Verizon_ABS_II_LLC_2025-11-13_424H.htm,True
Verizon ABS II LLC,0001836995,424H,2025-09-03,0000929638-25-003345,000092963825003345,a424h.htm,,https://www.sec.gov/Archives/edgar/data/1836995/000092963825003345/a424h.htm,https://www.sec.gov/Archives/edgar/data/1836995/000092963825003345/0000929638-25-003345-index.htm,./data_v1\Verizon_ABS_II_LLC_2025-09-03_424H.htm,True
Verizon ABS II LLC,0001836995,424H,2025-08-04,0000929638-25-002868,000092963825002868,a424h.htm,,https://www.sec.gov/Archives/edgar/data/1836995/000092963825002868/a424h.htm,https://www.sec.gov/Archives/edgar/data/1836995/000092963825002868/0000929638-25-002868-index.htm,./data_v1\Verizon_ABS_II_LLC_2025-08-04_424H.htm,True
Verizon ABS II LLC,0001836995,424H,2025-08-04,0000929638-25-002866,000092963825002866,a424h.htm,,https://www.sec.gov/Archives/edgar/data/1836995/000092963825002866/a424h.htm,https://www.sec.gov/Archives/edgar/data/1836995/000092963825002866/0000929638-25-002866-index.htm,./data_v1\Verizon_ABS_II_LLC_2025-08-04_424H.htm,True
Verizon ABS II LLC,0001836995,424H,2025-08-04,0000929638-25-002864,000092963825002864,a424h.htm,,https://www.sec.gov/Archives/edgar/data/1836995/000092963825002864/a424h.htm,https://www.sec.gov/Archives/edgar/data/1836995/000092963825002864/0000929638-25-002864-index.htm,./data_v1\Verizon_ABS_II_LLC_2025-08-04_424H.htm,True
Verizon ABS II LLC,0001836995,424H,2025-08-04,0000929638-25-002862,000092963825002862,a424h.htm,,https://www.sec.gov/Archives/edgar/data/1836995/000092963825002862/a424h.htm,https://www.sec.gov/Archives/edgar/data/1836995/000092963825002862/0000929638-25-002862-index.htm,./data_v1\Verizon_ABS_II_LLC_2025-08-04_424H.htm,True
Verizon ABS II LLC,0001836995,424H,2025-07-22,0000929638-25-002656,000092963825002656,a424h.htm,,https://www.sec.gov/Archives/edgar/data/1836995/000092963825002656/a424h.htm,https://www.sec.gov/Archives/edgar/data/1836995/000092963825002656/0000929638-25-002656-index.htm,./data_v1\Verizon_ABS_II_LLC_2025-07-22_424H.htm,True
Verizon ABS II LLC,0001836995,424H,2025-07-22,0000929638-25-002655,000092963825002655,a424h.htm,,https://www.sec.gov/Archives/edgar/data/1836995/000092963825002655/a424h.htm,https://www.sec.gov/Archives/edgar/data/1836995/000092963825002655/0000929638-25-002655-index.htm,./data_v1\Verizon_ABS_II_LLC_2025-07-22_424H.htm,True
AMERICAN EXPRESS CREDIT ACCOUNT MASTER TRUST,0001003509,424H,2025-07-10,0001193125-25-157440,000119312525157440,d17017d424h.htm,424H,https://www.sec.gov/Archives/edgar/data/1003509/000119312525157440/d17017d424h.htm,https://www.sec.gov/Archives/edgar/data/1003509/000119312525157440/0001193125-25-157440-index.htm,./data_v1\AMERICAN_EXPRESS_CREDIT_ACCOUNT_MASTER_TRUST_2025-07-10_424H.htm,True
AMERICAN EXPRESS CREDIT ACCOUNT MASTER TRUST,0001003509,424H,2025-07-10,0001193125-25-157438,000119312525157438,d878856d424h.htm,424H,https://www.sec.gov/Archives/edgar/data/1003509/000119312525157438/d878856d424h.htm,https://www.sec.gov/Archives/edgar/data/1003509/000119312525157438/0001193125-25-157438-index.htm,./data_v1\AMERICAN_EXPRESS_CREDIT_ACCOUNT_MASTER_TRUST_2025-07-10_424H.htm,True
AMERICAN EXPRESS CREDIT ACCOUNT MASTER TRUST,0001003509,424H,2025-05-01,0001193125-25-109170,000119312525109170,d947785d424h.htm,424H,https://www.sec.gov/Archives/edgar/data/1003509/000119312525109170/d947785d424h.htm,https://www.sec.gov/Archives/edgar/data/1003509/000119312525109170/0001193125-25-109170-index.htm,./data_v1\AMERICAN_EXPRESS_CREDIT_ACCOUNT_MASTER_TRUST_2025-05-01_424H.htm,True
AMERICAN EXPRESS CREDIT ACCOUNT MASTER TRUST,0001003509,424H,2025-05-01,0001193125-25-109153,000119312525109153,d936181d424h.htm,424H,https://www.sec.gov/Archives/edgar/data/1003509/000119312525109153/d936181d424h.htm,https://www.sec.gov/Archives/edgar/data/1003509/000119312525109153/0001193125-25-109153-index.htm,./data_v1\AMERICAN_EXPRESS_CREDIT_ACCOUNT_MASTER_TRUST_2025-05-01_424H.htm,True
AMERICAN EXPRESS CREDIT ACCOUNT MASTER TRUST,0001003509,424H,2025-01-30,0001193125-25-015957,000119312525015957,d764677d424h.htm,424H,https://www.sec.gov/Archives/edgar/data/1003509/000119312525015957/d764677d424h.htm,https://www.sec.gov/Archives/edgar/data/1003509/000119312525015957/0001193125-25-015957-index.htm,./data_v1\AMERICAN_EXPRESS_CREDIT_ACCOUNT_MASTER_TRUST_2025-01-30_424H.htm,True
AMERICAN EXPRESS CREDIT ACCOUNT MASTER TRUST,0001003509,424H,2024-07-11,0001193125-24-177529,000119312524177529,d105166d424h.htm,424H,https://www.sec.gov/Archives/edgar/data/1003509/000119312524177529/d105166d424h.htm,https://www.sec.gov/Archives/edgar/data/1003509/000119312524177529/0001193125-24-177529-index.htm,./data_v1\AMERICAN_EXPRESS_CREDIT_ACCOUNT_MASTER_TRUST_2024-07-11_424H.htm,True
AMERICAN EXPRESS CREDIT ACCOUNT MASTER TRUST,0001003509,424H,2024-04-11,0001193125-24-092834,000119312524092834,d19227d424h.htm,424H,https://www.sec.gov/Archives/edgar/data/1003509/000119312524092834/d19227d424h.htm,https://www.sec.gov/Archives/edgar/data/1003509/000119312524092834/0001193125-24-092834-index.htm,./data_v1\AMERICAN_EXPRESS_CREDIT_ACCOUNT_MASTER_TRUST_2024-04-11_424H.htm,True
AMERICAN EXPRESS CREDIT ACCOUNT MASTER TRUST,0001003509,424H,2024-04-11,0001193125-24-092825,000119312524092825,d788844d424h.htm,424H,https://www.sec.gov/Archives/edgar/data/1003509/000119312524092825/d788844d424h.htm,https://www.sec.gov/Archives/edgar/data/1003509/000119312524092825/0001193125-24-092825-index.htm,./data_v1\AMERICAN_EXPRESS_CREDIT_ACCOUNT_MASTER_TRUST_2024-04-11_424H.htm,True
WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,424H,2026-06-10,0001539497-26-001721,000153949726001721,n5926_x7-424h.htm,424H,https://www.sec.gov/Archives/edgar/data/850779/000153949726001721/n5926_x7-424h.htm,https://www.sec.gov/Archives/edgar/data/850779/000153949726001721/0001539497-26-001721-index.htm,./data_v1\WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2026-06-10_424H.htm,True
WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,424H,2026-05-15,0001539497-26-001479,000153949726001479,n5888_x6-424h.htm,424H,https://www.sec.gov/Archives/edgar/data/850779/000153949726001479/n5888_x6-424h.htm,https://www.sec.gov/Archives/edgar/data/850779/000153949726001479/0001539497-26-001479-index.htm,./data_v1\WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2026-05-15_424H.htm,True
WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,424H,2026-05-05,0001539497-26-001332,000153949726001332,n5864_x7-424h.htm,424H,https://www.sec.gov/Archives/edgar/data/850779/000153949726001332/n5864_x7-424h.htm,https://www.sec.gov/Archives/edgar/data/850779/000153949726001332/0001539497-26-001332-index.htm,./data_v1\WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2026-05-05_424H.htm,True
WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,424H,2026-03-23,0001539497-26-000989,000153949726000989,n5754_x7-424h.htm,424H,https://www.sec.gov/Archives/edgar/data/850779/000153949726000989/n5754_x7-424h.htm,https://www.sec.gov/Archives/edgar/data/850779/000153949726000989/0001539497-26-000989-index.htm,./data_v1\WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2026-03-23_424H.htm,True
WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,424H,2026-02-11,0001539497-26-000350,000153949726000350,n5644_x6-424h.htm,PRELIMINARY PROSPECTUS,https://www.sec.gov/Archives/edgar/data/850779/000153949726000350/n5644_x6-424h.htm,https://www.sec.gov/Archives/edgar/data/850779/000153949726000350/0001539497-26-000350-index.htm,./data_v1\WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2026-02-11_424H.htm,True
WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,424H,2025-12-08,0001539497-25-003202,000153949725003202,n5486_x7-424h.htm,424H,https://www.sec.gov/Archives/edgar/data/850779/000153949725003202/n5486_x7-424h.htm,https://www.sec.gov/Archives/edgar/data/850779/000153949725003202/0001539497-25-003202-index.htm,./data_v1\WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2025-12-08_424H.htm,True
WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,424H,2025-12-01,0001539497-25-003085,000153949725003085,n5438_x7-424h.htm,PRELIMINARY PROSPECTUS,https://www.sec.gov/Archives/edgar/data/850779/000153949725003085/n5438_x7-424h.htm,https://www.sec.gov/Archives/edgar/data/850779/000153949725003085/0001539497-25-003085-index.htm,./data_v1\WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2025-12-01_424H.htm,True
WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,424H,2025-11-13,0001539497-25-002946,000153949725002946,n5416_x4-424h.htm,424H,https://www.sec.gov/Archives/edgar/data/850779/000153949725002946/n5416_x4-424h.htm,https://www.sec.gov/Archives/edgar/data/850779/000153949725002946/0001539497-25-002946-index.htm,./data_v1\WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2025-11-13_424H.htm,True
WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,424H,2025-09-30,0001539497-25-002565,000153949725002565,n5316_x8-424h.htm,424H,https://www.sec.gov/Archives/edgar/data/850779/000153949725002565/n5316_x8-424h.htm,https://www.sec.gov/Archives/edgar/data/850779/000153949725002565/0001539497-25-002565-index.htm,./data_v1\WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2025-09-30_424H.htm,True
WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,424H,2025-09-17,0001539497-25-002386,000153949725002386,n5285_x6-424h.htm,424H,https://www.sec.gov/Archives/edgar/data/850779/000153949725002386/n5285_x6-424h.htm,https://www.sec.gov/Archives/edgar/data/850779/000153949725002386/0001539497-25-002386-index.htm,./data_v1\WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2025-09-17_424H.htm,True
