0,1,2,3,4
Closing Date,"$117,769,354.31",,September 2027,"$11,889,864.62"
April 2024,113482407.60,,October 2027,10920868.64
May 2024,109284534.95,,November 2027,10004197.24
June 2024,105176508.35,,December 2027,9138934.92
July 2024,101158623.27,,January 2028,8323896.37
August 2024,97231136.20,,February 2028,7557558.66
September 2024,93394304.52,,March 2028,6838285.42
October 2024,89648077.22,,April 2028,6164056.04
November 2024,85991850.84,,May 2028,5533804.28
December 2024,82424927.08,,June 2028,4947096.96
January 2025,78947111.32,,July 2028,4403238.96
February 2025,75558276.13,,August 2028,3901252.22
March 2025,72258360.91,,September 2028,3440136.15
April 2025,69047261.42,,October 2028,3018766.58
May 2025,65925087.74,,November 2028,2635770.35
June 2025,62892031.29,,December 2028,2289121.65
July 2025,59948147.55,,January 2029,1976394.62
August 2025,57093303.60,,February 2029,1695197.45
September 2025,54327209.39,,March 2029,1442714.30
October 2025,51649598.14,,April 2029,1215765.58
November 2025,49060210.86,,May 2029,1011319.26
December 2025,46558701.23,,June 2029,829008.01
January 2026,44144750.08,,July 2029,668281.83
February 2026,41817791.34,,August 2029,528609.30
March 2026,39577416.71,,September 2029,409415.29
April 2026,37423107.09,,October 2029,309799.50
May 2026,35353704.69,,November 2029,228795.48
June 2026,33367328.84,,December 2029,165096.87
July 2026,31461986.91,,January 2030,117566.34
August 2026,29635324.10,,February 2030,84851.50
September 2026,27884255.26,,March 2030,63984.59
October 2026,26205713.84,,April 2030,51081.03
November 2026,24597663.83,,May 2030,40000.39
December 2026,23058027.19,,June 2030,30660.22
January 2027,21584762.27,,July 2030,22886.75
February 2027,20175229.08,,August 2030,16506.76
March 2027,18825999.16,,September 2030,11353.16
April 2027,17534128.42,,October 2030,7327.92
May 2027,16297107.70,,November 2030,4340.58
June 2027,15114748.81,,December 2030,2273.66
July 2027,13986372.59,,January 2031,965.37
August 2027,12911536.44,,February 2031,265.09
