0,1,2,3,4,5,6,7,8,9,10,11,12
,,Gross Charge-off  Current Period,Gross Charge-off  Current Period,,,Recoveries,,Net Charge-off,,Cumulative Net  Charge-off,Cumulative Net  Charge-off,
23-Apr,,$,73724.75,,,$0.00,,"$73,724.75",,,0.00,%(2)
23-May,,$,250024.42,,,$0.00,,"$250,024.42",,,0.02,%
23-Jun,,$,682643.25,,,"($35,816.14)",,"$646,827.11",,,0.05,%
23-Jul,,$,892906.42,,,"($249,645.81)",,"$643,260.61",,,0.09,%
23-Aug,,$,1200761.64,,,"($299,778.42)",,"$900,983.22",,,0.14,%
23-Sep,,$,1234814.02,,,"($307,750.72)",,"$927,063.30",,,0.19,%
23-Oct,,$,1067552.28,,,"($402,080.66)",,"$665,471.62",,,0.22,%
23-Nov,,$,1034342.65,,,"($399,396.64)",,"$634,946.01",,,0.26,%
23-Dec,,$,1062524.25,,,"($427,186.12)",,"$635,338.13",,,0.29,%
24-Jan,,$,1188263.82,,,"($534,898.46)",,"$653,365.36",,,0.33,%
24-Feb,,$,1178758.36,,,"($475,777.91)",,"$702,980.45",,,0.37,%
24-Mar,,$,818950.60,,,"($450,785.33)",,"$368,165.27",,,0.39,%
