0,1,2,3,4
Manufactured  Housing,Loan  #10,Cut-off  Date Balance:,,"$32,800,000"
Various,COARE  Fund I,Cut-off  Date LTV:,,63.6%
"Various,  Various",,UW  NCF DSCR:,,1.36x
,,UW  NOI Debt Yield:,,8.6%
