0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b
Payment Date,,0.00%,,0.50%,,1.00%,,1.30%,,1.70%,,2.00%,,0.00%,,0.50%,,1.00%,,1.30%,,1.70%,,2.00%
Closing Date,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"April 15, 2024",,90.55,,87.70,,84.55,,82.48,,79.43,,76.85,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"May 15, 2024",,81.32,,75.71,,69.53,,65.46,,59.47,,54.41,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"June 15, 2024",,72.07,,63.80,,54.70,,48.70,,39.88,,32.43,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"July 15, 2024",,62.73,,51.91,,39.99,,32.14,,20.60,,10.85,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"August 15, 2024",,53.37,,40.10,,25.47,,15.85,,1.69,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,94.41
"September 15, 2024",,43.96,,28.33,,11.11,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,99.88,,90.81,,83.15
"October 15, 2024",,34.46,,16.58,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,98.31,,91.25,,80.87,,72.11
"November 15, 2024",,24.94,,4.91,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,90.66,,82.76,,71.14,,61.33
"December 15, 2024",,15.34,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,96.33,,83.09,,74.39,,61.59,,50.79
"January 15, 2025",,5.70,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,90.02,,75.62,,66.16,,52.24,,40.50
