0,1,2,3
Class of Certificates,Low Estimate of  Discount Yield,Base Case Discount  Yield,High Estimate of  Discount Yield
Class A-1,3.8140%,4.1701%,4.4630%
Class A-2,4.0766%,4.4038%,4.7238%
Class A-3,4.1126%,4.4383%,4.7599%
Class A-S,4.3729%,4.6976%,5.0202%
Class B,4.5729%,4.9476%,5.3202%
Class C,4.9729%,5.3976%,5.8202%
Class D,7.2729%,7.7476%,8.2202%
