0,1,2,3,4,5,6,7,8,9,10,11,12
,,Gross Charge-off  Current Period,Gross Charge-off  Current Period,,,Recoveries,,Net Charge-off,,Cumulative Net  Charge-off,Cumulative Net  Charge-off,
22-Jul,,$,22011.94,,,$0.00,,"$22,011.94",,,0.00,%(2)
22-Aug,,$,104540.67,,,"($12,628.37)",,"$91,912.30",,,0.01,%
22-Sep,,$,727224.67,,,"($61,783.50)",,"$665,441.17",,,0.05,%
22-Oct,,$,769362.58,,,"($270,427.23)",,"$498,935.35",,,0.08,%
22-Nov,,$,1027982.52,,,"($197,537.53)",,"$830,444.99",,,0.14,%
22-Dec,,$,868284.10,,,"($294,679.74)",,"$573,604.36",,,0.17,%
23-Jan,,$,1370432.12,,,"($400,569.35)",,"$969,862.77",,,0.24,%
23-Feb,,$,1292400.39,,,"($498,868.21)",,"$793,532.18",,,0.29,%
23-Mar,,$,884565.99,,,"($688,883.67)",,"$195,682.32",,,0.30,%
23-Apr,,$,912391.30,,,"($654,072.10)",,"$258,319.20",,,0.32,%
23-May,,$,824155.23,,,"($406,265.95)",,"$417,889.28",,,0.35,%
23-Jun,,$,1075547.37,,,"($469,488.23)",,"$606,059.14",,,0.39,%
23-Jul,,$,933753.04,,,"($448,711.69)",,"$485,041.35",,,0.42,%
23-Aug,,$,845475.46,,,"($589,751.24)",,"$255,724.22",,,0.43,%
23-Sep,,$,616670.34,,,"($417,827.16)",,"$198,843.18",,,0.45,%
23-Oct,,$,961021.87,,,"($405,333.77)",,"$555,688.10",,,0.48,%
23-Nov,,$,1167501.68,,,"($328,853.63)",,"$838,648.05",,,0.54,%
23-Dec,,$,959783.65,,,"($416,007.38)",,"$543,776.27",,,0.57,%
24-Jan,,$,790373.08,,,"($628,084.95)",,"$162,288.13",,,0.58,%
24-Feb,,$,1047458.53,,,"($437,700.17)",,"$609,758.36",,,0.62,%
24-Mar,,$,820200.88,,,"($583,860.17)",,"$236,340.71",,,0.64,%
