0,1,2,3,4,5
Competitive Set(1),Competitive Set(1),Competitive Set(1),Competitive Set(1),Competitive Set(1),Competitive Set(1)
Property Name,Year Built / Renovated,Total NRA,Total Occupancy,Anchor / Major Tenants,Distance to Hamilton Place
Hamilton Place,1987/2011,1145511,98.4%(2),"JC Penney, Belk Women & Kids, Dillard’s Women, Dillard’s Men, Kid & Home, Belk Men & Home, Dick’s, Crunch Fitness, Dave & Buster’s(4)",NAP
Northgate Mall,1972/2014,643021,74.0%,"Sound Force, BJ’s Wholesale Club, Belk, Vacant",8.0 miles
Bradley Square Mall,1991/2013,447026,70.0%,"Dunham’s Sports, Belk, AMC Theatres, Ultimate Bunker Games",21.0 miles
Dalton Mall,1980/1990,318757,68.0%,"Belk, Vacant, AMC Theaters, Fitness 1440",23.0 miles
West Town Mall,1972/2018,1281108,98.0%,"Dillard’s, Belk, JCPenney, Belk Men’s, Dick’s House of Sort, Cinebarre",88.0 miles
Weighted Average,,,84.1%(3),,
