0,1,2,3,4,5,6,7
Class of Securities,,Range of Fair Values  (in millions),Range of Fair Values  (in millions),,Range of Fair Values  (as a percentage of the fair values  of the Notes and the certificates),Range of Fair Values  (as a percentage of the fair values  of the Notes and the certificates),
Class A Notes,,$,926.69,,,89.9% - 90.2,%
Class B Notes,,$,29.11,,,2.8,%
Class C Notes,,$,14.56,,,1.4,%
Fair Value of the Notes,,$,970.36,,,94.2% - 94.5,%
Certificates,,$,56.65 - $60.24,,,5.5% - 5.8,%
Total,,$,"1,027.01 - $1,030.60",,,100.0,%
Reserve Account,,$,2.43,,,0.2,%
Fair Value of the Certificates and Reserve Account,,$,59.08 - $62.67,,,5.8% - 6.1,%
