0,1,2,3,4
,,,,
Pool Balance,,$,641026649.23,
Number of Receivables,,,33705,
New motor vehicles at origination(1)(2),,,0.00,%
Used motor vehicles at origination(1),,,100.00,%
Average principal balance,,$,19018.74,
Weighted average contract rate,,,16.05,%
Weighted average remaining term,,,60.16 months,
Weighted average original term,,,69.41 months,
Original term greater than 72 months(1),,,10.98,%
Weighted average FICO® score(3),,,612.5,
