0,1,2,3,4,5
Distribution Date,0% CPP,25% CPP,50% CPP,75% CPP,100% CPP
Closing Date,100%,100%,100%,100%,100%
December 2026,100%,100%,100%,100%,100%
December 2027,100%,100%,100%,100%,100%
December 2028,100%,100%,100%,100%,100%
December 2029,100%,100%,100%,100%,100%
December 2030 and thereafter,0%,0%,0%,0%,0%
Weighted Average Life (years),4.93,4.93,4.93,4.93,4.49
