0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,94.74%
"February 21, 2026",,100.00%,,100.00%,,100.00%,,98.20%,,92.47%,,82.91%
"March 21, 2026",,100.00%,,100.00%,,94.17%,,88.28%,,81.94%,,71.43%
"April 21, 2026",,100.00%,,93.88%,,85.01%,,78.60%,,71.70%,,60.29%
"May 21, 2026",,99.82%,,85.61%,,76.04%,,69.14%,,61.73%,,49.49%
"June 21, 2026",,92.76%,,77.57%,,67.34%,,59.97%,,52.08%,,39.04%
"July 21, 2026",,85.75%,,69.65%,,58.83%,,51.03%,,42.69%,,28.94%
"August 21, 2026",,78.78%,,61.85%,,50.49%,,42.31%,,33.57%,,19.19%
"September 21, 2026",,71.86%,,54.18%,,42.33%,,33.81%,,24.72%,,9.79%
"October 21, 2026",,64.98%,,46.64%,,34.36%,,25.54%,,16.14%,,0.75%
"November 21, 2026",,58.15%,,39.23%,,26.58%,,17.50%,,7.84%,,0.00%
"December 21, 2026",,51.37%,,31.94%,,18.97%,,9.69%,,0.00%,,0.00%
"January 21, 2027",,44.63%,,24.78%,,11.56%,,2.10%,,0.00%,,0.00%
"February 21, 2027",,37.93%,,17.76%,,4.34%,,0.00%,,0.00%,,0.00%
"March 21, 2027",,31.28%,,10.86%,,0.00%,,0.00%,,0.00%,,0.00%
"April 21, 2027",,25.29%,,4.58%,,0.00%,,0.00%,,0.00%,,0.00%
"May 21, 2027",,19.34%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"June 21, 2027",,13.43%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"July 21, 2027",,7.56%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"August 21, 2027",,1.73%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"September 21, 2027",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,1.43,,1.21,,1.08,,1.01,,0.93,,0.82
Weighted Average Life To Call (years)(1)(3),,1.43,,1.21,,1.08,,1.01,,0.93,,0.82
