0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution Date,,0.00%,0.00%,,,0.50%,0.50%,,,0.90%,0.90%,,,1.10%,1.10%,,,1.30%,1.30%,,,1.50%,1.50%,,,1.80%,1.80%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
04/15/26,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
05/15/26,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
06/15/26,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,99.54,%
07/15/26,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,85.66,%
08/15/26,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,95.34,%,,,72.86,%
09/15/26,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,93.33,%,,,83.21,%,,,60.50,%
10/15/26,,,100.00,%,,,100.00,%,,,98.31,%,,,91.08,%,,,82.52,%,,,71.49,%,,,48.59,%
11/15/26,,,100.00,%,,,100.00,%,,,89.09,%,,,81.24,%,,,71.99,%,,,60.18,%,,,37.50,%
12/15/26,,,100.00,%,,,94.25,%,,,80.00,%,,,71.59,%,,,61.75,%,,,49.29,%,,,27.20,%
01/15/27,,,100.00,%,,,86.21,%,,,71.04,%,,,62.14,%,,,51.78,%,,,38.82,%,,,17.19,%
02/15/27,,,95.06,%,,,78.20,%,,,62.20,%,,,52.88,%,,,42.10,%,,,28.78,%,,,7.46,%
03/15/27,,,87.95,%,,,70.22,%,,,53.50,%,,,43.82,%,,,32.71,%,,,19.17,%,,,0.00,%
04/15/27,,,80.79,%,,,62.28,%,,,44.93,%,,,34.95,%,,,23.62,%,,,10.02,%,,,0.00,%
05/15/27,,,73.58,%,,,54.37,%,,,36.49,%,,,26.30,%,,,14.82,%,,,1.34,%,,,0.00,%
06/15/27,,,66.31,%,,,46.50,%,,,28.20,%,,,17.84,%,,,6.31,%,,,0.00,%,,,0.00,%
07/15/27,,,58.99,%,,,38.67,%,,,20.03,%,,,9.60,%,,,0.00,%,,,0.00,%,,,0.00,%
08/15/27,,,51.75,%,,,30.99,%,,,12.10,%,,,1.63,%,,,0.00,%,,,0.00,%,,,0.00,%
09/15/27,,,46.33,%,,,24.98,%,,,5.60,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
10/15/27,,,40.88,%,,,19.01,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
11/15/27,,,35.39,%,,,13.05,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
12/15/27,,,29.85,%,,,7.13,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
01/15/28,,,24.29,%,,,1.24,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
02/15/28,,,18.68,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
03/15/28,,,13.04,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
04/15/28,,,7.35,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
05/15/28,,,1.62,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
06/15/28,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life (Years) to Call,,,1.54,,,,1.29,,,,1.10,,,,1.01,,,,0.91,,,,0.81,,,,0.64,
Weighted Average Life (Years) to Maturity,,,1.54,,,,1.29,,,,1.10,,,,1.01,,,,0.91,,,,0.81,,,,0.64,
