0,1,2,3,4,5,6
Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses
Sources,Proceeds,% of Total,,Uses,Proceeds,% of Total
Whole Loan Amount:,"$67,000,000",76.6%,,Loan Payoff(5):,"$84,142,405",96.2%
Mezzanine Loan Amount(4):,"$12,000,000",13.7%,,Upfront Reserves:,"$1,686,158",1.9%
Sponsor Equity Contribution:,"$8,502,357",9.7%,,Closing Costs:,"$1,673,794",1.9%
,,,,,,
Total Sources:,"$87,502,357",100.0%,,Total Uses:,"$87,502,357",100.0%
