0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,,Class A-2-B Note,Class A-2-B Note,Class A-2-B Note,Class A-2-B Note,Class A-2-B Note,Class A-2-B Note,Class A-2-B Note,Class A-2-B Note,Class A-2-B Note,Class A-2-B Note,Class A-2-B Note,Class A-2-B Note,Class A-2-B Note,Class A-2-B Note,Class A-2-B Note,Class A-2-B Note,Class A-2-B Note,Class A-2-B Note,Class A-2-B Note,Class A-2-B Note,Class A-2-B Note,Class A-2-B Note,
Payment Date,,0.00%,0.00%,,,0.50%,0.50%,,,1.00%,1.00%,,,1.30%,1.30%,,,1.50%,1.50%,,,2.00%,2.00%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
July 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
August 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
September 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
October 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
November 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,92.42,%
December 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,95.19,%,,,81.64,%
January 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,91.96,%,,,86.31,%,,,71.10,%
February 2027,,,100.00,%,,,100.00,%,,,92.74,%,,,83.83,%,,,77.59,%,,,60.79,%
March 2027,,,100.00,%,,,100.00,%,,,85.55,%,,,75.83,%,,,69.03,%,,,50.74,%
April 2027,,,100.00,%,,,94.65,%,,,78.46,%,,,67.98,%,,,60.65,%,,,40.93,%
May 2027,,,100.00,%,,,88.77,%,,,71.46,%,,,60.26,%,,,52.43,%,,,31.37,%
June 2027,,,99.73,%,,,82.91,%,,,64.55,%,,,52.68,%,,,44.37,%,,,22.05,%
July 2027,,,94.80,%,,,77.08,%,,,57.73,%,,,45.23,%,,,36.48,%,,,12.98,%
August 2027,,,89.85,%,,,71.27,%,,,51.00,%,,,37.91,%,,,28.75,%,,,4.15,%
September 2027,,,84.85,%,,,65.49,%,,,44.36,%,,,30.73,%,,,21.19,%,,,0.00,%
October 2027,,,79.82,%,,,59.73,%,,,37.82,%,,,23.68,%,,,13.79,%,,,0.00,%
November 2027,,,74.76,%,,,54.00,%,,,31.37,%,,,16.76,%,,,6.56,%,,,0.00,%
December 2027,,,69.66,%,,,48.29,%,,,25.01,%,,,9.99,%,,,0.00,%,,,0.00,%
January 2028,,,64.52,%,,,42.61,%,,,18.74,%,,,3.35,%,,,0.00,%,,,0.00,%
February 2028,,,59.35,%,,,36.95,%,,,12.57,%,,,0.00,%,,,0.00,%,,,0.00,%
March 2028,,,54.25,%,,,31.42,%,,,6.56,%,,,0.00,%,,,0.00,%,,,0.00,%
April 2028,,,49.13,%,,,25.92,%,,,0.67,%,,,0.00,%,,,0.00,%,,,0.00,%
May 2028,,,43.97,%,,,20.45,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
June 2028,,,38.78,%,,,15.01,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
July 2028,,,33.56,%,,,9.59,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
August 2028,,,28.29,%,,,4.19,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
September 2028,,,22.99,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
October 2028,,,17.65,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
November 2028,,,12.27,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
December 2028,,,6.86,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
January 2029,,,1.41,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
February 2029,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
,,,,,,,,,,,,,,,,,,,,,,,,
Weighted Average Life to Call (years)(1),,,1.85,,,,1.52,,,,1.23,,,,1.08,,,,0.99,,,,0.80,
Weighted Average Life to Maturity (years)(2),,,1.85,,,,1.52,,,,1.23,,,,1.08,,,,0.99,,,,0.80,
