0,1,2,3,4
,,,,
Pool Balance,,$,1457298932.54,
Number of Receivables,,,86717,
New motor vehicles at origination(1),,,0.01,%
Used motor vehicles at origination(1),,,99.99,%
Average principal balance,,$,16805.23,
Weighted average contract rate,,,9.20,%
Weighted average remaining term,,,57.88 months,
Weighted average original term,,,66.46 months,
Weighted average FICO® score(2),,,758.0,
