0,1,2,3
Wells Fargo  Securities,Morgan Stanley,BofA Securities,J.P. Morgan
Co-Lead  Managers and Joint Bookrunners,Co-Lead  Managers and Joint Bookrunners,Co-Lead  Managers and Joint Bookrunners,Co-Lead  Managers and Joint Bookrunners
Academy Securities,Drexel Hamilton,Drexel Hamilton,Siebert Williams Shank
Co-Manager,Co-Manager,Co-Manager,Co-Manager
"November  [__], 2025","November  [__], 2025","November  [__], 2025","November  [__], 2025"
