0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,94.86%
"May 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,87.09%
"June 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,93.59%,,79.71%
"July 21, 2026",,100.00%,,100.00%,,100.00%,,95.40%,,86.62%,,72.59%
"August 21, 2026",,100.00%,,100.00%,,97.21%,,88.76%,,79.89%,,65.73%
"September 21, 2026",,100.00%,,100.00%,,91.14%,,82.54%,,73.52%,,59.13%
"October 21, 2026",,100.00%,,97.56%,,85.21%,,76.49%,,67.36%,,52.79%
"November 21, 2026",,100.00%,,91.90%,,79.42%,,70.63%,,61.41%,,46.71%
"December 21, 2026",,100.00%,,86.35%,,73.79%,,64.94%,,55.67%,,40.90%
"January 21, 2027",,100.00%,,80.90%,,68.30%,,59.43%,,50.15%,,35.36%
"February 21, 2027",,94.89%,,75.55%,,62.96%,,54.10%,,44.83%,,30.09%
"March 21, 2027",,89.59%,,70.31%,,57.77%,,48.96%,,39.74%,,25.09%
"April 21, 2027",,84.33%,,65.18%,,52.73%,,43.99%,,34.86%,,20.36%
"May 21, 2027",,79.11%,,60.15%,,47.85%,,39.21%,,30.20%,,15.90%
"June 21, 2027",,73.93%,,55.23%,,43.11%,,34.62%,,25.76%,,11.72%
"July 21, 2027",,68.78%,,50.42%,,38.53%,,30.21%,,21.53%,,7.82%
"August 21, 2027",,63.68%,,45.71%,,34.10%,,25.98%,,17.53%,,4.19%
"September 21, 2027",,59.76%,,41.97%,,30.48%,,22.44%,,14.08%,,0.89%
"October 21, 2027",,55.87%,,38.31%,,26.97%,,19.04%,,10.79%,,0.00%
"November 21, 2027",,52.01%,,34.72%,,23.57%,,15.77%,,7.66%,,0.00%
"December 21, 2027",,48.18%,,31.21%,,20.28%,,12.64%,,4.69%,,0.00%
"January 21, 2028",,44.37%,,27.79%,,17.10%,,9.64%,,1.89%,,0.00%
"February 21, 2028",,40.60%,,24.44%,,14.04%,,6.78%,,0.00%,,0.00%
"March 21, 2028",,36.85%,,21.18%,,11.10%,,4.06%,,0.00%,,0.00%
"April 21, 2028",,33.13%,,18.00%,,8.27%,,1.49%,,0.00%,,0.00%
"May 21, 2028",,29.45%,,14.90%,,5.56%,,0.00%,,0.00%,,0.00%
"June 21, 2028",,25.79%,,11.88%,,2.96%,,0.00%,,0.00%,,0.00%
"July 21, 2028",,22.16%,,8.95%,,0.49%,,0.00%,,0.00%,,0.00%
"August 21, 2028",,18.56%,,6.10%,,0.00%,,0.00%,,0.00%,,0.00%
"September 21, 2028",,15.90%,,3.93%,,0.00%,,0.00%,,0.00%,,0.00%
"October 21, 2028",,13.27%,,1.81%,,0.00%,,0.00%,,0.00%,,0.00%
"November 21, 2028",,10.66%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"December 21, 2028",,8.06%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"January 21, 2029",,5.49%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"February 21, 2029",,2.95%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"March 21, 2029",,0.42%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"April 21, 2029",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,2.93,,2.58,,2.36,,2.20,,2.05,,1.82
Weighted Average Life To Call (years)(1)(3),,2.92,,2.58,,2.35,,2.20,,2.04,,1.82
