0,1,2,3,4,5,6,7,8,9,10
Notes,Initial Note Balance,,Interest  Rate,,Accrual Method,,Anticipated Redemption Date,,Final  Maturity Date,
Class A notes,"$445,500,000",,4.94%,,30/360,,"January 22, 2030",,"January 20, 2033",
Class B notes,"$34,060,000",,5.16%,,30/360,,"January 22, 2030",,"January 20, 2033",
Class C notes,"$20,440,000",,5.34%,,30/360,,"January 22, 2030",,"January 20, 2033",
