0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,Class A-2a and A-2b,
Payment Date,,0.00%,,0.50%,,1.00%,,1.30%,,1.70%,,2.00%,,0.00%,,0.50%,,1.00%,,1.30%,,1.70%,,2.00%,
Closing Date,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"July 15, 2024",,90.17,,87.24,,84.03,,81.92,,78.85,,76.27,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"August 15, 2024",,81.05,,75.30,,68.98,,64.85,,58.80,,53.73,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"September 15, 2024",,71.89,,63.40,,54.09,,47.99,,39.08,,31.62,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"October 15, 2024",,62.63,,51.52,,39.32,,31.34,,19.67,,9.91,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"November 15, 2024",,53.36,,39.71,,24.74,,14.95,,0.63,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,93.92,
"December 15, 2024",,44.00,,27.92,,10.29,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,99.33,,90.30,,82.75,
"January 15, 2025",,34.61,,16.21,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,97.87,,90.80,,80.47,,71.83,
"February 15, 2025",,25.17,,4.54,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,90.32,,82.39,,70.82,,61.14,
"March 15, 2025",,15.59,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,96.17,,82.82,,74.08,,61.33,,50.67,
"April 15, 2025",,6.04,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,89.97,,75.43,,65.93,,52.05,,40.45,
