0,1,2,3,4,5
Mortgage Loan  Name,Transaction/Pooling  Agreement,% of Initial Pool  Balance,Master Servicer,Special Servicer,Trustee
Mountain Industrial Portfolio,MTN 2026-LPFX,9.6%,"Midland Loan Services, a Division of PNC Bank, National Association","BSP Special Servicer, LLC","Computershare Trust Company, National Association"
Hilton Waterfront Beach Resort,BANK5 2026-5YR21,5.5%,"Midland Loan Services, a Division of PNC Bank, National Association","LNR Partners, LLC","Computershare Trust Company, National Association"
Freeway Business Park,BANK5 2026-5YR21,3.5%,"Midland Loan Services, a Division of PNC Bank, National Association","LNR Partners, LLC","Computershare Trust Company, National Association"
1500 Post Oak Boulevard,BANK5 2026-5YR21,2.3%,"Midland Loan Services, a Division of PNC Bank, National Association(2)","LNR Partners, LLC","Computershare Trust Company, National Association"
,,,,,
