0,1,2,3
,S&P,Fitch,Moody’s
Long-Term Deposits,,A,A2
Short-Term Deposits,,F1,P-1
Long-Term Debt Obligations,BBB+,A-,Baa1
Short-Term Debt Obligations,A-2,F1,P-2
