0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 15, 2025",,79.41%,,74.67%,,71.43%,,69.05%,,66.41%,,60.98%
"July 15, 2025",,69.21%,,62.25%,,57.52%,,54.04%,,50.20%,,43.10%
"August 15, 2025",,59.06%,,50.00%,,43.85%,,39.34%,,34.37%,,25.67%
"September 15, 2025",,48.97%,,37.92%,,30.42%,,24.94%,,18.92%,,8.70%
"October 15, 2025",,38.95%,,26.01%,,17.25%,,10.86%,,3.87%,,0.00%
"November 15, 2025",,28.98%,,14.27%,,4.33%,,0.00%,,0.00%,,0.00%
"December 15, 2025",,19.07%,,2.70%,,0.00%,,0.00%,,0.00%,,0.00%
"January 15, 2026",,9.23%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"February 15, 2026",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,0.40,,0.33,,0.29,,0.27,,0.25,,0.22
Weighted Average Life To Call (years)(1)(3),,0.40,,0.33,,0.29,,0.27,,0.25,,0.22
