0,1,2,3,4,5,6,7,8,9,10,11,12,13
"Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)"
,Competitive Set (2),Competitive Set (2),Competitive Set (2),Competitive Set (2),Competitive Set (2),Marriott Anchorage Downtown Property(3),Marriott Anchorage Downtown Property(3),Marriott Anchorage Downtown Property(3),Marriott Anchorage Downtown Property(3),Marriott Anchorage Downtown Property(3),Penetration Factor,Penetration Factor,Penetration Factor
Year,,Occupancy,ADR,RevPAR,,,Occupancy,ADR,RevPAR,,Occupancy,ADR,RevPAR
12/31/2024 TTM,,67.6%,$236.49,$159.88,,,73.8%,$266.50,$196.67,,109.2%,111.5%,121.7%
12/31/2025 TTM,,68.4%,$247.49,$169.39,,,75.7%,$279.50,$211.68,,110.6%,111.8%,123.7%
1/31/2026 TTM,,68.6%,$248.21,$170.24,,,74.8%,$279.64,$209.28,,109.1%,111.5%,121.7%
,,,,,,,,,,,,,
