0,1,2,3,4,5,6,7,8
Mortgage  Loan Name,Mortgage  Loan Cut-off Date Balance,%  of Initial Pool Balance,Pari  Passu Companion Loan Cut-off Date Balance,Subordinate  Companion Loan Cut-off Date Balance,Mortgage  Loan Cut-off Date LTV Ratio(1),Whole  Loan Cut-off Date LTV Ratio(2),Mortgage  Loan Underwritten NCF DSCR(1),Whole  Loan Underwritten NCF DSCR(2)
125th  & Lenox,"$59,000,000",9.5%,"$41,000,000",NAP,68.9%,68.9%,1.36x,1.36x
Aman  Hotel New York,"$55,000,000",8.8%,"$60,000,000",NAP,28.6%,28.6%,2.07x,2.07x
80  International Drive,"$50,000,000",8.0%,"$20,000,000",NAP,58.9%,58.9%,1.52x,1.52x
Soudry  NYC Multifamily Portfolio,"$48,000,000",7.7%,"$30,000,000",NAP,63.1%,63.1%,1.37x,1.37x
Vertex  HQ,"$32,300,000",5.2%,"$526,500,000","$441,200,000",34.0%,60.8%,3.29x,1.62x
The  Campus at Lawson Lane,"$24,500,000",3.9%,"$45,500,000","$70,000,000",31.2%,62.3%,3.82x,1.44x
Equinox  Sports Club LA,"$6,400,000",1.0%,"$60,000,000",NAP,68.7%,68.7%,1.20x,1.20x
