0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,Class A-1,,Class A-2a  and A-2b,Class A-2a  and A-2b,Class A-2a  and A-2b,Class A-2a  and A-2b,Class A-2a  and A-2b,Class A-2a  and A-2b,Class A-2a  and A-2b,Class A-2a  and A-2b,Class A-2a  and A-2b,Class A-2a  and A-2b,Class A-2a  and A-2b,
Payment  Date,,0.00%,,0.50%,,1.00%,,1.30%,,1.70%,,2.00%,,0.00%,,0.50%,,1.00%,,1.30%,,1.70%,,2.00%,
Closing  Date,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"October 15,  2024",,91.33,,88.72,,85.85,,83.99,,81.29,,79.06,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"November 15,  2024",,83.00,,77.85,,72.22,,68.55,,63.25,,58.87,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"December 15,  2024",,74.58,,66.99,,58.69,,53.29,,45.48,,39.03,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"January 15,  2025",,66.15,,56.21,,45.34,,38.27,,28.04,,19.59,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"February 15,  2025",,57.67,,45.47,,32.13,,23.46,,10.90,,0.55,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"March 15,  2025",,49.06,,34.69,,18.99,,8.78,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,96.37,,88.99,
"April 15,  2025",,40.48,,24.03,,6.07,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,96.60,,86.36,,77.93,
"May 15,  2025",,31.84,,13.40,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,95.93,,88.01,,76.53,,67.08,
"June 15,  2025",,23.17,,2.84,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,88.28,,79.55,,66.90,,56.49,
"July 15,  2025",,14.42,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,95.34,,80.71,,71.21,,57.45,,46.12,
