0,1,2,3,4,5,6,7
Class of Securities,,Range of Fair Values  (in millions),Range of Fair Values  (in millions),,,Range of Fair Values (as a percentage of the fair values  of the Notes and the certificates),
Class A Notes,,$,1163.71,,,89.4% - 89.9,%
Class B Notes,,$,36.51,,,2.8,%
Class C Notes,,$,18.30,,,1.4,%
Fair Value of the Notes,,$,1218.52,,,93.6% - 94.1,%
Certificates,,$,75.91 - $83.12,,,5.9% - 6.4,%
Total,,$,"1,294.43 - $1,301.64",,,100.0,%
Reserve Account,,$,3.05,,,0.2,%
Fair Value of the Certificates and Reserve Account,,$,78.96 - $86.16,,,6.1% - 6.6,%
