0,1,2,3,4,5,6,7,8,9,10
Notes(1),Initial Note Balance,,Interest Rate,,Accrual Method,,Anticipated Redemption Date,,Final  Maturity Date,
Class A notes,"$534,605,000",,4.35%,,30/360,,"August 20, 2029",,"August 20, 2032",
Class B notes,"$40,872,000",,4.60%,,30/360,,"August 20, 2029",,"August 20, 2032",
Class C notes,"$24,523,000",,4.84%,,30/360,,"August 20, 2029",,"August 20, 2032",
