0,1,2,3
Class  of Certificates,Low  Estimate of Assumed Certificate Coupon,Base  Case Assumed Certificate Coupon,High  Estimate of Assumed Certificate Coupon
Class  A-1,3.901%,4.293%,4.844%
Class  A-2,4.204%,4.602%,5.142%
Class  A-3,4.680%,5.083%,5.628%
Class  A-S,5.027%,5.430%,6.024%
Class  B,5.430%,5.883%,6.657%(1)
Class C,5.187%,5.681%,6.362%
Class  D,4.250%,4.250%,4.250%
