0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,,Class  A-1,Class  A-1,Class  A-1,Class  A-1,Class  A-1,Class  A-1,Class  A-1,Class  A-1,Class  A-1,Class  A-1,,,Class  A-2a and A-2b,Class  A-2a and A-2b,Class  A-2a and A-2b,Class  A-2a and A-2b,Class  A-2a and A-2b,Class  A-2a and A-2b,Class  A-2a and A-2b,Class  A-2a and A-2b,Class  A-2a and A-2b,Class  A-2a and A-2b,Class  A-2a and A-2b
Payment  Date,,0.00%,,0.50%,,1.00%,,1.30%,,1.70%,,2.00%,,0.00%,,0.50%,,1.00%,,1.30%,,1.70%,,2.00%
Closing  Date,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"April 15,  2024",,90.56,,87.71,,84.56,,82.49,,79.44,,76.86,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"May 15,  2024",,81.35,,75.74,,69.55,,65.48,,59.48,,54.42,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"June 15,  2024",,72.11,,63.85,,54.73,,48.73,,39.90,,32.44,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"July 15,  2024",,62.79,,51.97,,40.04,,32.19,,20.63,,10.87,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"August 15,  2024",,53.45,,40.17,,25.53,,15.90,,1.73,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,94.42
"September 15,  2024",,44.06,,28.42,,11.19,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,99.92,,90.83,,83.16
"October 15,  2024",,34.58,,16.69,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,98.35,,91.29,,80.90,,72.13
"November 15,  2024",,25.07,,5.03,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,90.71,,82.81,,71.17,,61.35
"December 15,  2024",,15.48,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,96.40,,83.15,,74.44,,61.62,,50.81
"January 15,  2025",,5.86,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,90.10,,75.69,,66.21,,52.28,,40.52
"February 15,  2025",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,97.92,,83.83,,68.32,,58.12,,43.13,,30.48
"March 15,  2025",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,92.59,,77.55,,61.01,,50.14,,34.15,,20.67
"April 15,  2025",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,87.26,,71.34,,53.82,,42.31,,25.40,,11.13
"May 15,  2025",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,81.88,,65.13,,46.71,,34.61,,16.83,,1.85
"June 15,  2025",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,76.49,,58.97,,39.71,,27.06,,8.47,,0.00
"July 15,  2025",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,71.05,,52.82,,32.79,,19.63,,0.36,,0.00
"August 15,  2025",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,65.59,,46.71,,25.97,,12.35,,0.00,,0.00
"September 15,  2025",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,60.10,,40.63,,19.30,,5.72,,0.00,,0.00
"October 15,  2025",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,54.57,,34.57,,13.16,,0.00,,0.00,,0.00
"November 15,  2025",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,49.01,,28.80,,7.12,,0.00,,0.00,,0.00
"December 15,  2025",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,43.41,,23.24,,1.16,,0.00,,0.00,,0.00
"January 15,  2026",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,38.16,,17.71,,0.00,,0.00,,0.00,,0.00
"February 15,  2026",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,32.89,,12.21,,0.00,,0.00,,0.00,,0.00
"March 15,  2026",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,27.60,,6.73,,0.00,,0.00,,0.00,,0.00
"April 15,  2026",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,22.63,,1.59,,0.00,,0.00,,0.00,,0.00
"May 15,  2026",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,17.64,,0.00,,0.00,,0.00,,0.00,,0.00
"June 15,  2026",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,12.61,,0.00,,0.00,,0.00,,0.00,,0.00
"July 15,  2026",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,7.55,,0.00,,0.00,,0.00,,0.00,,0.00
"August 15,  2026",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2.45,,0.00,,0.00,,0.00,,0.00,,0.00
"September 15,  2026",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"October 15,  2026",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"November 15,  2026",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"December 15,  2026",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"January 15,  2027",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"February 15,  2027",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"March 15,  2027",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"April 15,  2027",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"May 15,  2027",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"June 15,  2027",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"July 15,  2027",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"August 15,  2027",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"September 15,  2027",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"October 15,  2027",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"November 15,  2027",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"December 15,  2027",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"January 15,  2028",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"February 15,  2028",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"March 15,  2028",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"April 15,  2028",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"May 15,  2028",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"June 15,  2028",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"July 15,  2028",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"August 15,  2028",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"September 15,  2028",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"October 15,  2028",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"November 15,  2028",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
,,,,,,,,,,,,,,,,,,,,,,,,
Weighted  Average Life to Call (years)(2),,0.48,,0.38,,0.31,,0.28,,0.24,,0.22,,1.69,,1.41,,1.17,,1.04,,0.89,,0.79
Weighted  Average Life to Maturity (years)(2),,0.48,,0.38,,0.31,,0.28,,0.24,,0.22,,1.69,,1.41,,1.17,,1.04,,0.89,,0.79
