0,1,2,3,4,5,6,7,8,9,10,11,12
,,WOSAT 2024-A,WOSAT 2024-A,WOSAT 2024-A,WOSAT 2024-A,,,WOSAT 2025-A,WOSAT 2025-A,WOSAT 2025-A,WOSAT 2025-A,
,,Starting  Principal  Balance ($),,,% of  Aggregate  Starting  Principal Balance,,,Starting  Principal  Balance ($),,,% of  Aggregate  Starting  Principal Balance,
Florida,,431951585.23,,,54.1,%,,478931590.96,,,57.31,%
Georgia,,158425434.92,,,19.9,%,,154458487.82,,,18.48,%
North Carolina,,84439573.48,,,10.6,%,,83475562.35,,,9.99,%
Alabama,,68151983.95,,,8.5,%,,69090082.65,,,8.27,%
South Carolina,,38193514.06,,,4.8,%,,35395705.40,,,4.24,%
All Others,,16783971.24,,,2.1,%,,14300034.42,,,1.71,%
Total,,797946062.88,,,100.0,%,,835651463.60,,,100.0,%
