0,1,2
Class of Notes,,Range of Interest Rates
Class A-1 Notes,,3.815% - 4.065%
Class A-2a Notes,,4.13% - 4.38%
Class A-2b Notes,,SOFR Rate + 0.39% - SOFR Rate + 0.49%
Class A-3 Notes,,4.27% - 4.52%
Class A-4 Notes,,4.40% - 4.65%
Class B Notes,,4.56% - 4.81%
Class C Notes,,4.81% - 5.06%
