0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Payment Date,,0.50%,0.50%,,,1.00%,1.00%,,,1.30%,1.30%,,,1.50%,1.50%,,,1.70%,1.70%,,,2.00%,2.00%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
"June 15, 2026",,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
"July 15, 2026",,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
"August 15, 2026",,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
"September 15, 2026",,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
"October 15, 2026",,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,95.14,%
"November 15, 2026",,,100.00,%,,,100.00,%,,,100.00,%,,,98.06,%,,,92.53,%,,,83.41,%
"December 15, 2026",,,100.00,%,,,100.00,%,,,94.00,%,,,88.25,%,,,82.12,%,,,72.02,%
"January 15, 2027",,,100.00,%,,,93.69,%,,,84.95,%,,,78.66,%,,,71.96,%,,,61.00,%
"February 15, 2027",,,99.62,%,,,85.52,%,,,76.07,%,,,69.29,%,,,62.07,%,,,50.30,%
"March 15, 2027",,,92.66,%,,,77.56,%,,,67.46,%,,,60.21,%,,,52.49,%,,,39.92,%
"April 15, 2027",,,85.75,%,,,69.73,%,,,59.02,%,,,51.34,%,,,43.17,%,,,29.87,%
"May 15, 2027",,,78.88,%,,,62.02,%,,,50.76,%,,,42.68,%,,,34.10,%,,,20.13,%
"June 15, 2027",,,72.05,%,,,54.43,%,,,42.67,%,,,34.24,%,,,25.29,%,,,10.73,%
"July 15, 2027",,,65.26,%,,,46.97,%,,,34.76,%,,,26.02,%,,,16.73,%,,,1.66,%
"August 15, 2027",,,58.52,%,,,39.62,%,,,27.02,%,,,18.01,%,,,8.44,%,,,0.00,%
"September 15, 2027",,,51.83,%,,,32.41,%,,,19.47,%,,,10.22,%,,,0.41,%,,,0.00,%
"October 15, 2027",,,45.17,%,,,25.31,%,,,12.09,%,,,2.64,%,,,0.00,%,,,0.00,%
"November 15, 2027",,,38.57,%,,,18.34,%,,,4.89,%,,,0.00,%,,,0.00,%,,,0.00,%
"December 15, 2027",,,32.01,%,,,11.50,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"January 15, 2028",,,26.03,%,,,5.22,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"February 15, 2028",,,20.09,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"March 15, 2028",,,14.19,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"April 15, 2028",,,8.34,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"May 15, 2028",,,2.52,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"June 15, 2028",,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
,,,,,,,,,,,,,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,,1.42,,,,1.19,,,,1.07,,,,0.99,,,,0.91,,,,0.81,
Weighted Average Life To Call (years)(1)(3),,,1.42,,,,1.19,,,,1.07,,,,0.99,,,,0.91,,,,0.81,
