0,1,2,3,4,5,6,7,8
Mortgage  Loan Name,Mortgage  Loan Cut-off Date Balance,%  of Initial Pool Balance,Pari  Passu Companion Loan Cut-off Date Balance,Subordinate  Companion Loan Cut-off Date Balance,Mortgage  Loan Cut-off Date LTV  Ratio(1)(2),Whole  Loan Cut-off Date LTV  Ratio(3),Mortgage  Loan Underwritten NCF DSCR(1),Whole  Loan Underwritten NCF DSCR(3)
CityCenter  (Aria & Vdara),"$75,000,000",9.8%,"$2,472,800,000","$902,200,000",36.2%,49.1%,4.46x,3.28x
Kirby  Industrial,"$71,000,000",9.3%,"$31,000,000",NAP,59.0%,59.0%,1.28x,1.28x
Cottage  Cove Apartments,"$62,500,000",8.2%,"$25,000,000",NAP,69.9%,69.9%,1.26x,1.26x
Haven  Leased Fee Portfolio,"$40,000,000",5.2%,"$120,000,000",NAP,76.3%,76.3%,1.10x,1.10x
136  Madison,"$40,000,000",5.2%,"$20,000,000",NAP,37.1%,37.1%,3.18x,3.18x
Empire  Mall,"$20,000,000",2.6%,"$100,000,000",NAP,59.4%,59.4%,2.24x,2.24x
Northshore  Mall,"$10,000,000",1.3%,"$165,000,000",NAP,59.5%,59.5%,2.30x,2.30x
