0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Payment  Date,,,0.50%,,,,1.00%,,,,1.30%,,,,1.50%,,,,1.70%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
June 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
July 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
August 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
September 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,99.84,%
October 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,91.88,%
November 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,93.46,%,,,84.02,%
December 2025,,,100.00,%,,,100.00,%,,,92.83,%,,,84.62,%,,,76.28,%
January 2026,,,100.00,%,,,94.14,%,,,84.88,%,,,76.10,%,,,68.66,%
February 2026,,,100.00,%,,,87.06,%,,,77.12,%,,,67.89,%,,,61.16,%
March 2026,,,95.03,%,,,80.09,%,,,69.55,%,,,60.00,%,,,53.77,%
April 2026,,,89.11,%,,,73.22,%,,,62.18,%,,,52.66,%,,,46.51,%
May 2026,,,83.21,%,,,66.46,%,,,55.01,%,,,45.93,%,,,39.37,%
June 2026,,,77.34,%,,,59.81,%,,,48.03,%,,,39.31,%,,,32.34,%
July 2026,,,71.49,%,,,53.26,%,,,41.25,%,,,32.79,%,,,25.40,%
August 2026,,,65.66,%,,,46.83,%,,,34.67,%,,,26.34,%,,,18.57,%
September 2026,,,59.86,%,,,40.51,%,,,28.28,%,,,19.98,%,,,11.86,%
October 2026,,,54.09,%,,,34.30,%,,,22.05,%,,,13.72,%,,,5.28,%
November 2026,,,49.44,%,,,28.93,%,,,16.20,%,,,7.57,%,,,0.00,%
December 2026,,,44.81,%,,,23.59,%,,,10.44,%,,,1.54,%,,,0.00,%
January 2027,,,40.19,%,,,18.31,%,,,4.78,%,,,0.00,%,,,0.00,%
February 2027,,,35.58,%,,,13.09,%,,,0.00,%,,,0.00,%,,,0.00,%
March 2027,,,31.00,%,,,7.94,%,,,0.00,%,,,0.00,%,,,0.00,%
April 2027,,,26.39,%,,,2.86,%,,,0.00,%,,,0.00,%,,,0.00,%
May 2027,,,21.80,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
June 2027,,,17.22,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
July 2027,,,12.66,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
August 2027,,,8.11,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
September 2027,,,3.59,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
October 2027,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life to Optional Purchase (years)(1),,,1.57,,,,1.28,,,,1.13,,,,1.02,,,,0.93,
Weighted Average Life to Maturity (years)(1),,,1.57,,,,1.28,,,,1.13,,,,1.02,,,,0.93,
