0,1,2,3,4,5,6,7
Class of Securities,,Range of Fair Values (in millions),Range of Fair Values (in millions),,,Range of Fair Values (as a percentage of the fair values  of the Notes and the certificates),
Class A Notes,,$,915.16,,,88.9% - 89.1,%
Class B Notes,,$,28.75,,,2.8,%
Class C Notes,,$,14.37,,,1.4,%
Fair Value of the Notes,,$,958.28,,,93.1% - 93.3,%
Certificates,,$,68.40 - $71.47,,,6.7% - 6.9,%
Total,,$,"1,026.68 - $1,029.75",,,100.0,%
Reserve Account,,$,2.40,,,0.2,%
Fair Value of the Certificates and Reserve Account,,$,70.80 - $73.86,,,6.9% - 7.2,%
