0,1,2,3,4
,,,,
Pool Balance,,$,621762247.08,
Number of Receivables,,,31874,
New motor vehicles at origination(1)(2),,,0.00,%(2)
Used motor vehicles at origination(1),,,100.00,%
Average principal balance,,$,19506.88,
Weighted average contract rate,,,16.30,%
Weighted average remaining term,,,63.26 months,
Weighted average original term,,,70.13 months,
Original term greater than 72 months(1),,,22.75,%
Weighted average FICO® score(3),,,612.6,
