0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 21, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 21, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 21, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 21, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,95.37%
"February 21, 2025",,100.00%,,100.00%,,100.00%,,98.70%,,92.83%,,83.00%
"March 21, 2025",,100.00%,,100.00%,,94.41%,,88.36%,,81.86%,,71.05%
"April 21, 2025",,100.00%,,94.01%,,84.86%,,78.26%,,71.18%,,59.46%
"May 21, 2025",,100.00%,,85.38%,,75.51%,,68.40%,,60.79%,,48.24%
"June 21, 2025",,92.61%,,76.88%,,66.36%,,58.78%,,50.69%,,37.37%
"July 21, 2025",,85.26%,,68.61%,,57.47%,,49.46%,,40.91%,,26.87%
"August 21, 2025",,77.97%,,60.46%,,48.77%,,40.37%,,31.42%,,16.73%
"September 21, 2025",,70.72%,,52.45%,,40.26%,,31.52%,,22.21%,,6.96%
"October 21, 2025",,63.53%,,44.57%,,31.94%,,22.90%,,13.28%,,0.00%
"November 21, 2025",,56.38%,,36.83%,,23.82%,,14.52%,,4.64%,,0.00%
"December 21, 2025",,49.28%,,29.22%,,15.90%,,6.39%,,0.00%,,0.00%
"January 21, 2026",,42.23%,,21.75%,,8.17%,,0.00%,,0.00%,,0.00%
"February 21, 2026",,35.23%,,14.41%,,0.64%,,0.00%,,0.00%,,0.00%
"March 21, 2026",,28.28%,,7.22%,,0.00%,,0.00%,,0.00%,,0.00%
"April 21, 2026",,21.92%,,0.58%,,0.00%,,0.00%,,0.00%,,0.00%
"May 21, 2026",,15.60%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"June 21, 2026",,9.32%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"July 21, 2026",,3.09%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"August 21, 2026",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,1.38,,1.16,,1.04,,0.96,,0.89,,0.79
Weighted Average Life To Call (years)(1)(3),,1.38,,1.16,,1.04,,0.96,,0.89,,0.79
