0,1,2,3
Type/Recipient(1),Amount(1),Source(1),Frequency
Fees,,,
Servicer and/or Special Servicer(3),"defeasance fees, assumption, waiver, consent and earnout fees, late payment charges, default interest, review fees and other similar fees actually collected on the Mortgage Loans (other than a Non-Serviced Mortgage Loan) and any related Serviced Companion Loan and income on the amounts held in certain accounts and certain permitted investments.",related Mortgage Loans and any related Serviced Companion Loan.,
Certificate Administrator / Trustee Fee / Certificate Administrator,"With respect to each Distribution Date, an amount equal to the product of the monthly portion of the annual Certificate Administrator/Trustee Fee Rate multiplied by the Stated Principal Balance of each Mortgage Loan.",Out of general collections with respect to Mortgage Loans on deposit in the Collection Account or the Distribution Account.,Monthly
Certificate Administrator / Trustee Fee / Trustee,"With respect to each Distribution Date, an amount equal to the monthly portion of the annual Certificate Administrator/Trustee Fee",Out of general collections with respect to Mortgage Loans on deposit in the Collection Account or the Distribution Account.,Monthly
Operating Advisor Upfront Fee / Operating Advisor,"A fee of $5,000 on the Closing Date.",Payable by the mortgage loan sellers.,At closing
Operating Advisor Fee / Operating Advisor,"With respect to each Distribution Date, an amount equal to the product of the monthly portion of the annual Operating Advisor Fee Rate multiplied by the Stated Principal Balance of each Mortgage Loan (including each Non-Serviced Mortgage Loan but not any Companion Loan) and REO Loan.","First, out of recoveries of interest with respect to the related Mortgage Loan and then, if the related Mortgage Loan has been liquidated, out of general collections on deposit in the Collection Account with respect to the other Mortgage Loans.",Monthly
