0,1,2,3,4
Aggregate Starting Principal Balance,,$,1033865020.89,
Weighted  Average Contract Rate(1),,,6.61,%
Range of Contract Rates,,,0.00%  to 20.00%,
Weighted  Average Remaining Term to Maturity(1),,,60.99  months,
Weighted  Average Original Term to Maturity(1),,,68.21  months,
Latest Scheduled Maturity Date,,,"March  9, 2031",
