0,1,2,3,4,5,6
Payment Date,,Yield Supplement Overcollateralization Amount,,Payment Date,,Yield Supplement Overcollateralization Amount
Closing Date,,"$95,353,639.29",,November 2028,,"$15,554,074.40"
February 2026,,88957781.97,,December 2028,,14328829.86
March 2026,,85837081.92,,January 2029,,13162730.05
April 2026,,82768629.49,,February 2029,,12055485.50
May 2026,,79753001.88,,March 2029,,11006044.06
June 2026,,76790601.63,,April 2029,,10013569.05
July 2026,,73881891.77,,May 2029,,9077522.09
August 2026,,71027274.37,,June 2029,,8196815.97
September 2026,,68227083.30,,July 2029,,7370071.35
October 2026,,65481631.58,,August 2029,,6595823.16
November 2026,,62791195.99,,September 2029,,5872321.98
December 2026,,60156023.84,,October 2029,,5198004.29
January 2027,,57576439.30,,November 2029,,4572272.85
February 2027,,55052719.24,,December 2029,,3994623.63
March 2027,,52585271.31,,January 2030,,3464677.18
April 2027,,50174546.60,,February 2030,,2981705.06
May 2027,,47821051.33,,March 2030,,2544311.81
June 2027,,45525202.24,,April 2030,,2151001.35
July 2027,,43287348.36,,May 2030,,1800416.96
August 2027,,41107763.47,,June 2030,,1490327.68
September 2027,,38986731.08,,July 2030,,1218039.79
October 2027,,36924495.29,,August 2030,,980424.43
November 2027,,34921296.95,,September 2030,,773949.85
December 2027,,32977421.86,,October 2030,,594951.56
January 2028,,31093222.94,,November 2030,,442622.73
February 2028,,29268999.20,,December 2030,,316320.84
March 2028,,27504735.84,,January 2031,,215144.74
April 2028,,25800479.83,,February 2031,,137557.95
May 2028,,24156410.18,,March 2031,,80534.95
June 2028,,22572724.36,,April 2031,,41037.25
July 2028,,21049231.18,,May 2031,,16651.66
August 2028,,19585788.84,,June 2031,,4270.60
September 2028,,18182272.61,,July 2031,,0.00
October 2028,,16838451.14,,,,
,,,,,,
