0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Payment Date,,,0.50%,,,,1.00%,,,,1.30%,,,,1.50%,,,,1.70%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
September 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
October 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
November 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
December 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,96.44,%
January 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,99.03,%,,,88.61,%
February 2026,,,100.00,%,,,100.00,%,,,97.39,%,,,90.20,%,,,80.90,%
March 2026,,,100.00,%,,,97.95,%,,,89.52,%,,,81.65,%,,,73.31,%
April 2026,,,100.00,%,,,91.02,%,,,81.82,%,,,73.39,%,,,65.83,%
May 2026,,,98.16,%,,,84.18,%,,,74.31,%,,,65.41,%,,,58.47,%
June 2026,,,92.46,%,,,77.45,%,,,66.97,%,,,57.73,%,,,51.23,%
July 2026,,,86.79,%,,,70.81,%,,,59.81,%,,,50.47,%,,,44.10,%
August 2026,,,81.14,%,,,64.28,%,,,52.84,%,,,43.74,%,,,37.10,%
September 2026,,,75.51,%,,,57.85,%,,,46.05,%,,,37.25,%,,,30.21,%
October 2026,,,69.90,%,,,51.53,%,,,39.44,%,,,30.87,%,,,23.41,%
November 2026,,,64.31,%,,,45.30,%,,,33.02,%,,,24.56,%,,,16.72,%
December 2026,,,58.75,%,,,39.19,%,,,26.78,%,,,18.33,%,,,10.14,%
January 2027,,,53.21,%,,,33.17,%,,,20.69,%,,,12.21,%,,,3.69,%
February 2027,,,48.38,%,,,27.72,%,,,14.89,%,,,6.19,%,,,0.00,%
March 2027,,,43.88,%,,,22.51,%,,,9.26,%,,,0.29,%,,,0.00,%
April 2027,,,39.39,%,,,17.36,%,,,3.73,%,,,0.00,%,,,0.00,%
May 2027,,,34.92,%,,,12.28,%,,,0.00,%,,,0.00,%,,,0.00,%
June 2027,,,30.47,%,,,7.25,%,,,0.00,%,,,0.00,%,,,0.00,%
July 2027,,,26.01,%,,,2.30,%,,,0.00,%,,,0.00,%,,,0.00,%
August 2027,,,21.55,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
September 2027,,,17.11,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
October 2027,,,12.68,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
November 2027,,,8.26,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
December 2027,,,3.87,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
January 2028,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life to Optional Purchase (years)(1),,,1.56,,,,1.26,,,,1.10,,,,1.00,,,,0.91,
Weighted Average Life to Maturity (years)(1),,,1.56,,,,1.26,,,,1.10,,,,1.00,,,,0.91,
