0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,,,,,,,,,,,,,,,,,,,,,,,,
,,2021-1,2021-1,,,2021-2,2021-2,,,2021-3,2021-3,,,2021-4,2021-4,,,2022-1,2022-1,,,2022-2,2022-2,
650 to 699,,,29.75,%,,,28.32,%,,,27.59,%,,,30.32,%,,,29.39,%,,,28.08,%
700 to 749,,,25.44,%,,,25.90,%,,,25.50,%,,,26.40,%,,,26.48,%,,,26.68,%
750 to 799,,,21.48,%,,,21.86,%,,,21.84,%,,,20.66,%,,,22.16,%,,,22.99,%
800 to 849,,,16.17,%,,,16.80,%,,,16.79,%,,,15.85,%,,,16.52,%,,,17.04,%
850 and above,,,7.16,%,,,7.12,%,,,8.28,%,,,6.76,%,,,5.44,%,,,5.21,%
