0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Payment Date,,,0.50%,,,,1.00%,,,,1.30%,,,,1.50%,,,,1.70%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
March 2026,,,77.95,%,,,72.87,%,,,68.96,%,,,64.98,%,,,54.49,%
April 2026,,,67.55,%,,,59.90,%,,,54.08,%,,,48.28,%,,,34.81,%
May 2026,,,57.56,%,,,47.43,%,,,39.83,%,,,32.41,%,,,16.19,%
June 2026,,,47.60,%,,,35.14,%,,,25.90,%,,,17.10,%,,,0.00,%
July 2026,,,37.69,%,,,23.03,%,,,12.31,%,,,2.35,%,,,0.00,%
August 2026,,,27.82,%,,,11.11,%,,,0.00,%,,,0.00,%,,,0.00,%
September 2026,,,18.44,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
October 2026,,,9.10,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
November 2026,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life to Optional Purchase (years)(1),,,0.36,,,,0.28,,,,0.24,,,,0.21,,,,0.16,
Weighted Average Life to Maturity (years)(1),,,0.36,,,,0.28,,,,0.24,,,,0.21,,,,0.16,
