0,1,2,3,4,5,6
Payment Date,,Yield Supplement Overcollateralization Amount,,Payment Date,,Yield Supplement Overcollateralization Amount
Closing Date,,"$97,398,079.42",,February 2027,,"$14,853,253.88"
May 2024,,90681787.68,,March 2027,,13637152.60
June 2024,,87410181.65,,April 2027,,12484240.36
July 2024,,84197232.73,,May 2027,,11394256.58
August 2024,,81043672.05,,June 2027,,10366561.11
September 2024,,77949244.27,,July 2027,,9400022.30
October 2024,,74913971.61,,August 2027,,8493618.80
November 2024,,71937740.43,,September 2027,,7645698.44
December 2024,,69020411.83,,October 2027,,6854409.48
January 2025,,66161998.38,,November 2027,,6117425.48
February 2025,,63362737.79,,December 2027,,5431743.76
March 2025,,60622948.08,,January 2028,,4795173.59
April 2025,,57942944.85,,February 2028,,4206785.45
May 2025,,55323111.08,,March 2028,,3665489.14
June 2025,,52763795.92,,April 2028,,3170423.10
July 2025,,50265358.94,,May 2028,,2720656.51
August 2025,,47828239.85,,June 2028,,2314895.74
September 2025,,45452758.31,,July 2028,,1951541.58
October 2025,,43139091.26,,August 2028,,1628919.87
November 2025,,40887631.04,,September 2028,,1344723.10
December 2025,,38698798.45,,October 2028,,1096511.37
January 2026,,36573083.69,,November 2028,,881561.42
February 2026,,34510981.86,,December 2028,,696154.20
March 2026,,32512948.08,,January 2029,,537212.97
April 2026,,30579452.31,,February 2029,,402787.70
May 2026,,28711001.22,,March 2029,,290684.64
June 2026,,26908117.90,,April 2029,,199451.20
July 2026,,25171177.03,,May 2029,,127927.59
August 2026,,23500499.10,,June 2029,,74710.93
September 2026,,21896018.64,,July 2029,,38009.08
October 2026,,20357536.76,,August 2029,,15499.09
November 2026,,18884660.84,,September 2029,,4049.47
December 2026,,17476637.44,,October 2029,,0.00
January 2027,,16132939.25,,November 2029,,0.00
,,,,,,
,,,,,,
,,,,,,
