0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,94.50%
"November 15, 2025",,100.00%,,100.00%,,100.00%,,97.97%,,92.38%,,83.12%
"December 15, 2025",,100.00%,,100.00%,,94.12%,,88.43%,,82.27%,,72.08%
"January 15, 2026",,100.00%,,93.88%,,85.31%,,79.12%,,72.43%,,61.37%
"February 15, 2026",,99.66%,,85.92%,,76.69%,,70.03%,,62.88%,,50.99%
"March 15, 2026",,92.89%,,78.19%,,68.33%,,61.22%,,53.60%,,40.95%
"April 15, 2026",,86.17%,,70.58%,,60.14%,,52.62%,,44.57%,,31.24%
"May 15, 2026",,79.49%,,63.10%,,52.12%,,44.24%,,35.80%,,21.88%
"June 15, 2026",,72.85%,,55.73%,,44.29%,,36.07%,,27.30%,,12.86%
"July 15, 2026",,66.26%,,48.48%,,36.62%,,28.12%,,19.06%,,4.18%
"August 15, 2026",,59.71%,,41.36%,,29.14%,,20.39%,,11.08%,,0.00%
"September 15, 2026",,53.21%,,34.36%,,21.83%,,12.87%,,3.36%,,0.00%
"October 15, 2026",,46.74%,,27.48%,,14.70%,,5.58%,,0.00%,,0.00%
"November 15, 2026",,40.33%,,20.73%,,7.75%,,0.00%,,0.00%,,0.00%
"December 15, 2026",,33.96%,,14.10%,,0.98%,,0.00%,,0.00%,,0.00%
"January 15, 2027",,28.11%,,7.98%,,0.00%,,0.00%,,0.00%,,0.00%
"February 15, 2027",,22.30%,,1.96%,,0.00%,,0.00%,,0.00%,,0.00%
"March 15, 2027",,16.54%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"April 15, 2027",,10.81%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"May 15, 2027",,5.13%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"June 15, 2027",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,1.45,,1.22,,1.10,,1.02,,0.94,,0.83
Weighted Average Life To Call (years)(1)(3),,1.45,,1.22,,1.10,,1.02,,0.94,,0.83
