0,1,2,3,4,5,6,7,8,9,10,11,12,13
,,,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes
Payment Date,,,0.00%,,0.50%,,1.00%,,1.30%,,1.50%,,1.80%
Closing Date,,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"August 15, 2024",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"September 15, 2024",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"October 15, 2024",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"November 15, 2024",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"December 15, 2024",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"January 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"February 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"March 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"April 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"May 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"June 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"July 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"August 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"September 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"October 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"November 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,97.46
"December 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,90.03
"January 15, 2026",,,100.00,,100.00,,100.00,,100.00,,99.64,,82.83
"February 15, 2026",,,100.00,,100.00,,100.00,,100.00,,93.04,,75.86
"March 15, 2026",,,100.00,,100.00,,100.00,,97.55,,86.62,,69.11
"April 15, 2026",,,100.00,,100.00,,100.00,,91.47,,80.37,,62.59
"May 15, 2026",,,100.00,,100.00,,100.00,,85.53,,74.28,,56.29
"June 15, 2026",,,100.00,,100.00,,95.74,,79.73,,68.38,,50.22
"July 15, 2026",,,100.00,,100.00,,90.19,,74.07,,62.64,,44.37
"August 15, 2026",,,100.00,,100.00,,84.73,,68.55,,57.09,,38.76
"September 15, 2026",,,100.00,,100.00,,79.37,,63.17,,51.70,,33.38
"October 15, 2026",,,100.00,,98.68,,74.10,,57.94,,46.50,,28.24
"November 15, 2026",,,100.00,,93.40,,68.92,,52.85,,41.48,,23.33
"December 15, 2026",,,100.00,,88.14,,63.85,,47.91,,36.64,,18.66
"January 15, 2027",,,100.00,,82.90,,58.87,,43.12,,31.98,,14.23
"February 15, 2027",,,99.11,,77.76,,54.05,,38.52,,27.54,,10.06
"March 15, 2027",,,94.13,,73.03,,49.61,,34.27,,23.43,,6.18
"April 15, 2027",,,89.12,,68.33,,45.26,,30.15,,19.49,,2.51
"May 15, 2027",,,84.07,,63.64,,40.99,,26.17,,15.71,,0.00
"June 15, 2027",,,78.97,,58.98,,36.82,,22.32,,12.10,,0.00
"July 15, 2027",,,73.84,,54.34,,32.73,,18.61,,8.66,,0.00
"August 15, 2027",,,68.67,,49.72,,28.74,,15.04,,5.39,,0.00
"September 15, 2027",,,63.46,,45.12,,24.84,,11.61,,2.29,,0.00
"October 15, 2027",,,58.21,,40.55,,21.04,,8.32,,0.00,,0.00
"November 15, 2027",,,52.92,,36.00,,17.33,,5.17,,0.00,,0.00
"December 15, 2027",,,47.60,,31.48,,13.72,,2.16,,0.00,,0.00
"January 15, 2028",,,43.42,,27.89,,10.80,,0.00,,0.00,,0.00
"February 15, 2028",,,39.21,,24.33,,7.95,,0.00,,0.00,,0.00
"March 15, 2028",,,35.26,,21.00,,5.32,,0.00,,0.00,,0.00
"April 15, 2028",,,31.27,,17.69,,2.76,,0.00,,0.00,,0.00
"May 15, 2028",,,27.26,,14.40,,0.27,,0.00,,0.00,,0.00
"June 15, 2028",,,23.21,,11.12,,0.00,,0.00,,0.00,,0.00
"July 15, 2028",,,19.13,,7.86,,0.00,,0.00,,0.00,,0.00
"August 15, 2028",,,15.02,,4.62,,0.00,,0.00,,0.00,,0.00
"September 15, 2028",,,10.88,,1.40,,0.00,,0.00,,0.00,,0.00
"October 15, 2028",,,6.71,,0.00,,0.00,,0.00,,0.00,,0.00
"November 15, 2028",,,2.51,,0.00,,0.00,,0.00,,0.00,,0.00
"December 15, 2028",,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
,,,,,,,,,,,,,
Weighted Average Life to Call (Years)(2),,,3.43,,3.12,,2.72,,2.44,,2.25,,1.96
Weighted Average Life to Maturity (Years)(2),,,3.43,,3.12,,2.72,,2.44,,2.25,,1.96
,,,,,,,,,,,,,
